id,protocol,num_bits,bit_error_rate,eve_success_rate_estimate,noise_level,attack_type
78,B92,64,0.221921,0.59375,0.015625,IRA
79,B92,2048,0.273858,0.490234,0.0224609,IRA
80,B92,4096,0.307139,0.505371,0.0629883,IRA
81,B92,2048,0.314594,0.511719,0.0751953,IRA
82,B92,64,0.312899,0.46875,0.015625,IRA
83,B92,1024,0.314774,0.505859,0.0507812,IRA
84,B92,1024,0.298596,0.535156,0.0712891,IRA
85,B92,1024,0.314338,0.517578,0.0771484,IRA
86,B92,4096,0.288981,0.505371,0.0424805,IRA
87,B92,2048,0.309208,0.500977,0.0566406,IRA
88,B92,4096,0.289225,0.495361,0.0341797,IRA
89,B92,1024,0.280296,0.519531,0.0351562,IRA
90,B92,512,0.270917,0.498047,0.015625,IRA
91,B92,1024,0.284081,0.478516,0.0292969,IRA
92,B92,128,0.282945,0.507812,0.0390625,IRA
93,B92,64,0.292095,0.546875,0.046875,IRA
94,B92,2048,0.265322,0.516602,0.0244141,IRA
95,B92,64,0.30401,0.53125,0.03125,IRA
96,B92,1024,0.279726,0.526367,0.0488281,IRA
97,B92,4096,0.294063,0.487793,0.0390625,IRA
98,B92,512,0.313162,0.484375,0.0625,IRA
99,B92,4096,0.276685,0.488525,0.0241699,IRA
100,B92,4096,0.267555,0.497314,0.0175781,IRA
101,B92,128,0.251927,0.585938,0.0703125,IRA
102,B92,512,0.260111,0.529297,0.0175781,IRA
103,B92,256,0.313372,0.507812,0.0585938,IRA
104,B92,128,0.304617,0.53125,0.0859375,IRA
105,B92,1024,0.284958,0.514648,0.0341797,IRA
106,B92,256,0.28563,0.515625,0.0351562,IRA
107,B92,128,0.298051,0.453125,0.046875,IRA
108,B92,256,0.311895,0.511719,0.0742188,IRA
109,B92,1024,0.292379,0.517578,0.0449219,IRA
110,B92,4096,0.302104,0.498291,0.0527344,IRA
111,B92,2048,0.270274,0.502441,0.0166016,IRA
112,B92,2048,0.316851,0.506836,0.0649414,IRA
113,B92,256,0.236672,0.542969,0.00390625,IRA
114,B92,512,0.266979,0.484375,0.00976562,IRA
115,B92,128,0.295639,0.507812,0.0546875,IRA
116,B92,128,0.310426,0.453125,0.046875,IRA
117,B92,2048,0.263457,0.492676,0.00878906,IRA
118,B92,64,0.28477,0.453125,0.015625,IRA
119,B92,256,0.263184,0.550781,0.0351562,IRA
120,B92,2048,0.259423,0.499512,0.00732422,IRA
121,B92,128,0.248842,0.523438,0.0078125,IRA
122,B92,64,0.240338,0.578125,0,IRA
123,B92,512,0.315239,0.501953,0.0683594,IRA
124,B92,64,0.233998,0.578125,0.046875,IRA
125,B92,4096,0.271106,0.510986,0.0266113,IRA
126,B92,1024,0.28905,0.513672,0.0439453,IRA
127,B92,1024,0.270167,0.492188,0.0205078,IRA
128,B92,128,0.298593,0.445312,0.0078125,IRA
129,B92,256,0.285335,0.5,0.0507812,IRA
130,B92,128,0.287993,0.476562,0.0390625,IRA
131,B92,512,0.277371,0.509766,0.0332031,IRA
132,B92,256,0.326082,0.484375,0.0546875,IRA
133,B92,128,0.296082,0.445312,0.0234375,IRA
134,B92,256,0.250114,0.53125,0.0117188,IRA
135,B92,2048,0.304797,0.499512,0.0527344,IRA
136,B92,4096,0.293423,0.503662,0.043457,IRA
137,B92,128,0.259456,0.554688,0.015625,IRA
138,B92,512,0.286872,0.509766,0.0527344,IRA
139,B92,512,0.290169,0.486328,0.0253906,IRA
140,B92,2048,0.279158,0.506836,0.0297852,IRA
141,B92,4096,0.275187,0.483154,0.0205078,IRA
142,B92,128,0.325579,0.453125,0.0390625,IRA
143,B92,512,0.255832,0.505859,0.00976562,IRA
144,B92,4096,0.272935,0.495117,0.0175781,IRA
145,B92,2048,0.261099,0.494141,0.00585938,IRA
146,B92,1024,0.305275,0.492188,0.0595703,IRA
147,B92,64,0.297635,0.453125,0.015625,IRA
148,B92,1024,0.309319,0.490234,0.0585938,IRA
149,B92,1024,0.311743,0.491211,0.0615234,IRA
150,B92,4096,0.315074,0.508301,0.0742188,IRA
151,B92,64,0.22583,0.578125,0.03125,IRA
152,B92,512,0.300451,0.482422,0.0429688,IRA
153,B92,4096,0.320467,0.493896,0.0646973,IRA
154,B92,2048,0.313107,0.504395,0.0698242,IRA
155,B92,4096,0.290465,0.50708,0.0405273,IRA
156,B92,128,0.311774,0.515625,0.0625,IRA
157,B92,256,0.323102,0.496094,0.09375,IRA
158,B92,256,0.283833,0.503906,0.03125,IRA
159,B92,64,0.311544,0.515625,0.09375,IRA
160,B92,4096,0.288161,0.500732,0.0388184,IRA
161,B92,512,0.271359,0.513672,0.03125,IRA
162,B92,512,0.287261,0.486328,0.0292969,IRA
163,B92,1024,0.279081,0.498047,0.0224609,IRA
164,B92,4096,0.311863,0.501221,0.0603027,IRA
165,B92,64,0.237106,0.609375,0.046875,IRA
166,B92,2048,0.323473,0.493164,0.0712891,IRA
167,B92,1024,0.309401,0.491211,0.0507812,IRA
168,B92,64,0.30555,0.5,0.046875,IRA
169,B92,2048,0.261057,0.500977,0.0126953,IRA
170,B92,64,0.323636,0.421875,0.0625,IRA
171,B92,512,0.299309,0.544922,0.0859375,IRA
172,B92,128,0.223869,0.578125,0,IRA
173,B92,1024,0.275492,0.488281,0.0126953,IRA
174,B92,128,0.252464,0.523438,0.0234375,IRA
175,B92,1024,0.319645,0.500977,0.0742188,IRA
176,B92,128,0.290697,0.484375,0.03125,IRA
177,B92,4096,0.272401,0.500488,0.0239258,IRA
178,B92,2048,0.303233,0.515137,0.0551758,IRA
179,B92,64,0.258526,0.578125,0.078125,IRA
180,B92,64,0.328689,0.390625,0.015625,IRA
181,B92,1024,0.253879,0.529297,0.0136719,IRA
182,B92,256,0.275956,0.46875,0.00390625,IRA
183,B92,2048,0.321172,0.507812,0.0703125,IRA
184,B92,64,0.340742,0.390625,0.03125,IRA
185,B92,512,0.321889,0.478516,0.0546875,IRA
186,B92,2048,0.33451,0.477539,0.0737305,IRA
187,B92,4096,0.279841,0.492676,0.032959,IRA
188,B92,512,0.286884,0.496094,0.0351562,IRA
189,B92,4096,0.321106,0.499512,0.0681152,IRA
190,B92,1024,0.260671,0.526367,0.0263672,IRA
191,B92,1024,0.308468,0.507812,0.0517578,IRA
192,B92,1024,0.266938,0.541992,0.0332031,IRA
193,B92,64,0.361055,0.34375,0.109375,IRA
194,B92,256,0.272383,0.472656,0.0117188,IRA
195,B92,512,0.251738,0.527344,0.015625,IRA
196,B92,512,0.299248,0.486328,0.0488281,IRA
197,B92,64,0.358538,0.40625,0.015625,IRA
198,B92,4096,0.281848,0.520508,0.0373535,IRA
199,B92,128,0.323844,0.5,0.101562,IRA
200,B92,2048,0.319251,0.504395,0.0556641,IRA
201,B92,4096,0.297339,0.509521,0.0534668,IRA
202,B92,512,0.321521,0.505859,0.0703125,IRA
203,B92,64,0.270128,0.5,0.015625,IRA
204,B92,512,0.291368,0.535156,0.0664062,IRA
205,B92,64,0.33023,0.390625,0.046875,IRA
206,B92,256,0.301638,0.46875,0.0351562,IRA
207,B92,2048,0.298376,0.512695,0.0478516,IRA
208,B92,4096,0.302822,0.49585,0.050293,IRA
209,B92,1024,0.295412,0.53125,0.0615234,IRA
210,B92,64,0.292775,0.546875,0.0625,IRA
211,B92,64,0.331674,0.453125,0.046875,IRA
212,B92,2048,0.285799,0.480957,0.0283203,IRA
213,B92,256,0.304017,0.511719,0.0859375,IRA
214,B92,4096,0.300943,0.492432,0.048584,IRA
215,B92,512,0.274702,0.505859,0.0351562,IRA
216,B92,4096,0.26258,0.48999,0.00830078,IRA
217,B92,64,0.341014,0.453125,0.0625,IRA
218,B92,512,0.322355,0.482422,0.0800781,IRA
219,B92,128,0.257078,0.539062,0.015625,IRA
220,B92,512,0.301147,0.470703,0.0292969,IRA
221,B92,1024,0.293438,0.521484,0.0361328,IRA
222,B92,4096,0.257603,0.503662,0.00756836,IRA
223,B92,64,0.323555,0.375,0,IRA
224,B92,64,0.332562,0.4375,0.0625,IRA
225,B92,128,0.295055,0.53125,0.0546875,IRA
226,B92,64,0.247317,0.5625,0,IRA
227,B92,128,0.240486,0.5625,0.03125,IRA
228,B92,512,0.261427,0.5,0.00976562,IRA
229,B92,64,0.286516,0.578125,0.09375,IRA
230,B92,2048,0.259067,0.501953,0.0112305,IRA
231,B92,1024,0.315371,0.513672,0.0830078,IRA
232,B92,64,0.283115,0.5625,0.09375,IRA
233,B92,256,0.2651,0.5,0.0117188,IRA
234,B92,2048,0.271482,0.491699,0.0131836,IRA
235,B92,2048,0.319858,0.504883,0.0712891,IRA
236,B92,2048,0.272891,0.503906,0.027832,IRA
237,B92,2048,0.312662,0.509277,0.065918,IRA
238,B92,2048,0.305035,0.509277,0.0595703,IRA
239,B92,128,0.286837,0.570312,0.09375,IRA
240,B92,512,0.314169,0.476562,0.0410156,IRA
241,B92,4096,0.306857,0.505127,0.057373,IRA
242,B92,2048,0.286059,0.48291,0.0302734,IRA
243,B92,512,0.299134,0.490234,0.0332031,IRA
244,B92,128,0.275329,0.5,0.015625,IRA
245,B92,64,0.30168,0.53125,0.0625,IRA
246,B92,4096,0.29158,0.5,0.0415039,IRA
247,B92,4096,0.265195,0.492432,0.0117188,IRA
248,B92,1024,0.300061,0.493164,0.0390625,IRA
249,B92,512,0.288996,0.492188,0.0371094,IRA
250,B92,128,0.28069,0.546875,0.0546875,IRA
251,B92,4096,0.284698,0.494873,0.0324707,IRA
252,B92,128,0.304816,0.5,0.046875,IRA
253,B92,2048,0.294778,0.506348,0.0512695,IRA
254,B92,1024,0.292858,0.472656,0.0361328,IRA
255,B92,4096,0.304865,0.494141,0.0563965,IRA
256,B92,2048,0.253646,0.519531,0.0131836,IRA
257,B92,256,0.265038,0.5,0,IRA
258,B92,64,0.235942,0.546875,0,IRA
259,B92,512,0.272985,0.472656,0.00585938,IRA
260,B92,128,0.274231,0.476562,0,IRA
261,B92,128,0.340584,0.453125,0.078125,IRA
262,B92,64,0.285766,0.515625,0.0625,IRA
263,B92,512,0.292206,0.472656,0.03125,IRA
264,B92,2048,0.275386,0.507324,0.03125,IRA
265,B92,512,0.320832,0.486328,0.0566406,IRA
266,B92,64,0.302233,0.453125,0.015625,IRA
267,B92,64,0.340119,0.390625,0.015625,IRA
268,B92,256,0.321161,0.507812,0.0507812,IRA
269,B92,128,0.297933,0.429688,0.03125,IRA
270,B92,256,0.276578,0.53125,0.0585938,IRA
271,B92,4096,0.269146,0.499023,0.0166016,IRA
272,B92,64,0.243694,0.5625,0,IRA
273,B92,256,0.289579,0.464844,0.0234375,IRA
274,B92,4096,0.314717,0.492432,0.0629883,IRA
275,B92,64,0.302249,0.546875,0.046875,IRA
276,B92,128,0.295078,0.5,0.03125,IRA
277,B92,64,0.292337,0.4375,0.015625,IRA
278,B92,128,0.255867,0.554688,0.03125,IRA
279,B92,128,0.291144,0.507812,0.0546875,IRA
280,B92,2048,0.295024,0.500977,0.0410156,IRA
281,B92,64,0.3149,0.515625,0.03125,IRA
282,B92,512,0.287734,0.466797,0.0234375,IRA
283,B92,256,0.233532,0.554688,0.0078125,IRA
284,B92,512,0.27069,0.509766,0.0136719,IRA
285,B92,128,0.290994,0.492188,0.015625,IRA
286,B92,2048,0.278567,0.503906,0.0224609,IRA
287,B92,256,0.331926,0.484375,0.0546875,IRA
288,B92,64,0.244489,0.53125,0.03125,IRA
289,B92,2048,0.29638,0.506348,0.043457,IRA
290,B92,512,0.319876,0.478516,0.0625,IRA
291,B92,64,0.379761,0.359375,0.015625,IRA
292,B92,1024,0.290577,0.475586,0.0390625,IRA
293,B92,64,0.223743,0.578125,0.03125,IRA
294,B92,2048,0.309076,0.498535,0.0605469,IRA
295,B92,512,0.305878,0.486328,0.0410156,IRA
296,B92,2048,0.315871,0.511719,0.0708008,IRA
297,B92,1024,0.331267,0.484375,0.0722656,IRA
298,B92,2048,0.287424,0.472656,0.0283203,IRA
299,B92,4096,0.326435,0.496338,0.0700684,IRA
300,B92,512,0.289401,0.498047,0.0292969,IRA
301,B92,4096,0.314917,0.502686,0.0686035,IRA
302,B92,1024,0.324816,0.482422,0.0556641,IRA
303,B92,64,0.332866,0.453125,0.078125,IRA
304,B92,256,0.305248,0.46875,0.0429688,IRA
305,B92,64,0.247818,0.5625,0.046875,IRA
306,B92,256,0.270088,0.5,0.0195312,IRA
307,B92,512,0.265681,0.509766,0.0136719,IRA
308,B92,1024,0.270823,0.494141,0.0146484,IRA
309,B92,64,0.343486,0.4375,0,IRA
310,B92,1024,0.292103,0.50293,0.0341797,IRA
311,B92,512,0.318157,0.464844,0.0390625,IRA
312,B92,2048,0.293641,0.503906,0.0458984,IRA
313,B92,512,0.289993,0.498047,0.0273438,IRA
314,B92,1024,0.259818,0.49707,0.00488281,IRA
315,B92,1024,0.296562,0.512695,0.0595703,IRA
316,B92,2048,0.317133,0.5,0.065918,IRA
317,B92,256,0.272788,0.519531,0.0234375,IRA
318,B92,4096,0.282336,0.49292,0.0310059,IRA
319,B92,512,0.33842,0.466797,0.078125,IRA
320,B92,2048,0.299827,0.494629,0.0390625,IRA
321,B92,256,0.277561,0.523438,0.046875,IRA
322,B92,256,0.322945,0.503906,0.0703125,IRA
323,B92,512,0.304628,0.46875,0.0449219,IRA
324,B92,1024,0.266941,0.498047,0.0126953,IRA
325,B92,4096,0.292868,0.503662,0.0432129,IRA
326,B92,64,0.28169,0.5,0.03125,IRA
327,B92,512,0.314854,0.519531,0.0722656,IRA
328,B92,512,0.277016,0.492188,0.03125,IRA
329,B92,2048,0.294223,0.500977,0.0493164,IRA
330,B92,1024,0.287091,0.504883,0.0351562,IRA
331,B92,4096,0.272602,0.484131,0.0161133,IRA
332,B92,128,0.301048,0.515625,0.0546875,IRA
333,B92,2048,0.309465,0.50293,0.0654297,IRA
334,B92,128,0.29072,0.453125,0.0078125,IRA
335,B92,256,0.258267,0.535156,0.0273438,IRA
336,B92,128,0.247368,0.546875,0.046875,IRA
337,B92,256,0.278398,0.472656,0.015625,IRA
338,B92,2048,0.277816,0.508301,0.0322266,IRA
339,B92,512,0.272872,0.492188,0.015625,IRA
340,B92,4096,0.291769,0.50415,0.0471191,IRA
341,B92,64,0.270311,0.5625,0.03125,IRA
342,B92,1024,0.290758,0.515625,0.0458984,IRA
343,B92,2048,0.277756,0.491211,0.0244141,IRA
344,B92,512,0.320158,0.503906,0.0625,IRA
345,B92,2048,0.270393,0.490723,0.0170898,IRA
346,B92,4096,0.26851,0.490234,0.0146484,IRA
347,B92,256,0.25455,0.542969,0.0117188,IRA
348,B92,4096,0.316443,0.483154,0.0593262,IRA
349,B92,512,0.323492,0.484375,0.0625,IRA
350,B92,64,0.293361,0.515625,0.078125,IRA
351,B92,128,0.273749,0.484375,0.015625,IRA
352,B92,128,0.304151,0.492188,0.03125,IRA
353,B92,128,0.292622,0.46875,0.0078125,IRA
354,B92,64,0.301711,0.46875,0.015625,IRA
355,B92,256,0.306791,0.503906,0.0585938,IRA
356,B92,4096,0.252528,0.51123,0.0065918,IRA
357,B92,2048,0.277791,0.492188,0.0239258,IRA
358,B92,64,0.275772,0.59375,0.046875,IRA
359,B92,2048,0.271601,0.487793,0.0136719,IRA
360,B92,256,0.315759,0.484375,0.0664062,IRA
361,B92,2048,0.273198,0.509766,0.0268555,IRA
362,B92,1024,0.318979,0.485352,0.0556641,IRA
363,B92,256,0.299614,0.472656,0.0273438,IRA
364,B92,4096,0.254529,0.508057,0.00683594,IRA
365,B92,2048,0.280798,0.499023,0.0317383,IRA
366,B92,2048,0.309144,0.51416,0.0688477,IRA
367,B92,2048,0.31506,0.5,0.0717773,IRA
368,B92,256,0.324491,0.472656,0.0546875,IRA
369,B92,2048,0.298687,0.508789,0.0493164,IRA
370,B92,4096,0.265401,0.504883,0.0175781,IRA
371,B92,4096,0.271974,0.501953,0.0214844,IRA
372,B92,256,0.249976,0.542969,0.0195312,IRA
373,B92,64,0.292127,0.46875,0,IRA
374,B92,2048,0.318283,0.50293,0.0683594,IRA
375,B92,256,0.281568,0.503906,0.0351562,IRA
376,B92,128,0.313605,0.476562,0.0390625,IRA
377,B92,64,0.243388,0.53125,0,IRA
378,B92,4096,0.29355,0.496094,0.0422363,IRA
379,B92,4096,0.316365,0.512695,0.067627,IRA
380,B92,64,0.286242,0.46875,0,IRA
381,B92,256,0.312709,0.484375,0.078125,IRA
382,B92,4096,0.273609,0.497803,0.0246582,IRA
383,B92,512,0.28206,0.453125,0.0117188,IRA
384,B92,128,0.27993,0.5,0.015625,IRA
385,B92,2048,0.31749,0.491699,0.0664062,IRA
386,B92,1024,0.2817,0.499023,0.0351562,IRA
387,B92,128,0.310404,0.515625,0.0390625,IRA
388,B92,1024,0.300297,0.504883,0.0478516,IRA
389,B92,512,0.270583,0.480469,0.00976562,IRA
390,B92,4096,0.299233,0.491699,0.050293,IRA
391,B92,512,0.294755,0.542969,0.0625,IRA
392,B92,128,0.215798,0.59375,0,IRA
393,B92,128,0.301712,0.460938,0.046875,IRA
394,B92,128,0.291301,0.5,0.0390625,IRA
395,B92,256,0.306141,0.535156,0.0625,IRA
396,B92,256,0.284508,0.507812,0.03125,IRA
397,B92,512,0.319745,0.480469,0.0742188,IRA
398,B92,256,0.354619,0.433594,0.101562,IRA
399,B92,2048,0.277728,0.494629,0.0214844,IRA
400,B92,2048,0.289875,0.504883,0.0405273,IRA
401,B92,64,0.303369,0.484375,0.03125,IRA
402,B92,256,0.288973,0.460938,0.0195312,IRA
403,B92,1024,0.33439,0.469727,0.0878906,IRA
404,B92,512,0.303733,0.509766,0.0566406,IRA
405,B92,4096,0.295752,0.498047,0.0424805,IRA
406,B92,128,0.283805,0.53125,0.0390625,IRA
407,B92,2048,0.313571,0.494141,0.0561523,IRA
408,B92,256,0.268318,0.5625,0.03125,IRA
409,B92,128,0.316851,0.445312,0.015625,IRA
410,B92,256,0.293785,0.480469,0.046875,IRA
411,B92,128,0.310759,0.429688,0.0234375,IRA
412,B92,256,0.273481,0.515625,0.0273438,IRA
413,B92,1024,0.29304,0.5,0.0449219,IRA
414,B92,128,0.252326,0.539062,0.0078125,IRA
415,B92,512,0.304867,0.478516,0.0292969,IRA
416,B92,2048,0.304603,0.506348,0.0722656,IRA
417,B92,64,0.290434,0.46875,0.03125,IRA
418,B92,512,0.291927,0.507812,0.0390625,IRA
419,B92,64,0.288489,0.5,0.046875,IRA
420,B92,2048,0.280421,0.47998,0.0249023,IRA
421,B92,4096,0.260841,0.514893,0.0151367,IRA
422,B92,128,0.312408,0.507812,0.0625,IRA
423,B92,4096,0.288241,0.512451,0.0422363,IRA
424,B92,256,0.323493,0.476562,0.0742188,IRA
425,B92,1024,0.288658,0.503906,0.0302734,IRA
426,B92,2048,0.29227,0.491211,0.043457,IRA
427,B92,2048,0.260443,0.501953,0.00927734,IRA
428,B92,256,0.294354,0.515625,0.0546875,IRA
429,B92,2048,0.269371,0.508789,0.0224609,IRA
430,B92,2048,0.262785,0.501953,0.0112305,IRA
431,B92,256,0.279415,0.464844,0.0078125,IRA
432,B92,512,0.267782,0.482422,0.0078125,IRA
433,B92,512,0.283134,0.460938,0.0136719,IRA
434,B92,1024,0.261271,0.498047,0.00976562,IRA
435,B92,1024,0.308039,0.529297,0.0742188,IRA
436,B92,512,0.314412,0.521484,0.0976562,IRA
437,B92,64,0.25405,0.53125,0,IRA
438,B92,128,0.326077,0.445312,0.046875,IRA
439,B92,512,0.325378,0.490234,0.0742188,IRA
440,B92,4096,0.324236,0.494141,0.0742188,IRA
441,B92,4096,0.286704,0.486084,0.0336914,IRA
442,B92,512,0.257807,0.517578,0.015625,IRA
443,B92,64,0.357512,0.421875,0.0625,IRA
444,B92,2048,0.272432,0.50293,0.0263672,IRA
445,B92,2048,0.267935,0.500977,0.0170898,IRA
446,B92,256,0.311959,0.472656,0.0429688,IRA
447,B92,512,0.264905,0.496094,0.0195312,IRA
448,B92,2048,0.286836,0.496582,0.0361328,IRA
449,B92,2048,0.272003,0.505859,0.027832,IRA
450,B92,64,0.294782,0.5,0.09375,IRA
451,B92,4096,0.27265,0.496094,0.0202637,IRA
452,B92,64,0.273898,0.515625,0.015625,IRA
453,B92,1024,0.263184,0.504883,0.0117188,IRA
454,B92,64,0.290969,0.5625,0.0625,IRA
455,B92,2048,0.316039,0.495117,0.0668945,IRA
456,B92,1024,0.321863,0.503906,0.0800781,IRA
457,B92,2048,0.274333,0.502441,0.0273438,IRA
458,B92,4096,0.30533,0.512451,0.0588379,IRA
459,B92,64,0.206578,0.625,0.03125,IRA
460,B92,2048,0.297199,0.506836,0.0449219,IRA
461,B92,2048,0.32601,0.495117,0.0722656,IRA
462,B92,256,0.268552,0.535156,0.0351562,IRA
463,B92,512,0.242108,0.537109,0.015625,IRA
464,B92,2048,0.316439,0.51709,0.0805664,IRA
465,B92,128,0.267646,0.546875,0.046875,IRA
466,B92,1024,0.289558,0.488281,0.0400391,IRA
467,B92,64,0.252413,0.53125,0.03125,IRA
468,B92,1024,0.28924,0.476562,0.0244141,IRA
469,B92,64,0.251193,0.640625,0.09375,IRA
470,B92,1024,0.294966,0.505859,0.0498047,IRA
471,B92,1024,0.277036,0.514648,0.0410156,IRA
472,B92,128,0.313279,0.492188,0.0625,IRA
473,B92,512,0.314286,0.464844,0.03125,IRA
474,B92,1024,0.254647,0.511719,0.00683594,IRA
475,B92,1024,0.252619,0.510742,0.00878906,IRA
476,B92,1024,0.310222,0.500977,0.0429688,IRA
477,B92,4096,0.29568,0.505859,0.0441895,IRA
478,B92,1024,0.296716,0.503906,0.0371094,IRA
479,B92,2048,0.272034,0.503418,0.0263672,IRA
480,B92,1024,0.283829,0.493164,0.0292969,IRA
481,B92,256,0.32569,0.476562,0.09375,IRA
482,B92,2048,0.268866,0.510742,0.0263672,IRA
483,B92,2048,0.310531,0.504883,0.0610352,IRA
484,B92,1024,0.311076,0.478516,0.0615234,IRA
485,B92,1024,0.268478,0.5,0.0224609,IRA
486,B92,2048,0.315693,0.518066,0.0786133,IRA
487,B92,128,0.275535,0.476562,0,IRA
488,B92,128,0.293662,0.53125,0.0703125,IRA
489,B92,256,0.341318,0.457031,0.105469,IRA
490,B92,2048,0.294916,0.50293,0.0454102,IRA
491,B92,512,0.247034,0.523438,0.0214844,IRA
492,B92,64,0.276635,0.5625,0.078125,IRA
493,B92,64,0.309475,0.53125,0.09375,IRA
494,B92,128,0.295814,0.53125,0.0390625,IRA
495,B92,4096,0.305793,0.494873,0.0559082,IRA
496,B92,4096,0.279237,0.495117,0.0290527,IRA
497,B92,128,0.285188,0.539062,0.0390625,IRA
498,B92,256,0.282424,0.46875,0.0273438,IRA
499,B92,1024,0.256922,0.517578,0.0185547,IRA
500,B92,64,0.289618,0.546875,0.046875,IRA
501,B92,512,0.273823,0.498047,0.0234375,PA
502,B92,64,0.275439,0.46875,0.015625,PA
503,B92,4096,0.31702,0.492676,0.0620117,PA
504,B92,128,0.267652,0.5,0,PA
505,B92,4096,0.291887,0.508057,0.0446777,PA
506,B92,512,0.312353,0.496094,0.0683594,PA
507,B92,1024,0.296026,0.510742,0.0429688,PA
508,B92,4096,0.297248,0.49585,0.0524902,PA
509,B92,4096,0.305556,0.481201,0.043457,PA
510,B92,128,0.330506,0.445312,0.0625,PA
511,B92,2048,0.257252,0.504395,0.0126953,PA
512,B92,1024,0.262378,0.490234,0.00390625,PA
513,B92,4096,0.255045,0.513184,0.0136719,PA
514,B92,256,0.266203,0.558594,0.0351562,PA
515,B92,2048,0.31545,0.487305,0.0532227,PA
516,B92,4096,0.30309,0.51123,0.0571289,PA
517,B92,64,0.216262,0.625,0.015625,PA
