id,protocol,num_bits,bit_error_rate,eve_success_rate_estimate,noise_level,attack_type
164,BB84,4096,0.0144307,0.501709,0.0131836,IRA
165,BB84,512,0.0660527,0.496094,0.0371094,IRA
166,BB84,256,0.0191837,0.503906,0.0078125,IRA
167,BB84,512,0.0287863,0.564453,0.0292969,IRA
168,BB84,2048,0.0183055,0.49707,0.019043,IRA
169,BB84,2048,0.0852653,0.519531,0.0610352,IRA
170,BB84,256,0.0326177,0.523438,0.046875,IRA
171,BB84,1024,0.0481706,0.514648,0.0332031,IRA
172,BB84,512,0.0615447,0.523438,0.0605469,IRA
173,BB84,4096,0.0307164,0.498779,0.0217285,IRA
174,BB84,1024,0.0199477,0.496094,0.00585938,IRA
175,BB84,1024,0.0929005,0.503906,0.0869141,IRA
176,BB84,64,0.0162121,0.53125,0.03125,IRA
177,BB84,64,0.0531237,0.46875,0.0625,IRA
178,BB84,512,0.0174777,0.488281,0.0195312,IRA
179,BB84,2048,0.0318884,0.493164,0.0229492,IRA
180,BB84,4096,0.0656312,0.50415,0.0510254,IRA
181,BB84,64,0.0250328,0.578125,0,IRA
182,BB84,1024,0.0861232,0.486328,0.0498047,IRA
183,BB84,2048,0.040916,0.494141,0.0297852,IRA
184,BB84,512,0.0817798,0.503906,0.0625,IRA
185,BB84,128,0.0648232,0.539062,0.046875,IRA
186,BB84,64,0.0188427,0.625,0.015625,IRA
187,BB84,2048,0.0901153,0.50293,0.0756836,IRA
188,BB84,2048,0.0463324,0.505859,0.0395508,IRA
189,BB84,64,0.0258554,0.484375,0.03125,IRA
190,BB84,64,0.0431914,0.5625,0,IRA
191,BB84,256,0.0544121,0.527344,0.0351562,IRA
192,BB84,64,0.0128234,0.375,0,IRA
193,BB84,128,0.0882444,0.46875,0.0546875,IRA
194,BB84,2048,0.0102059,0.48877,0.00585938,IRA
195,BB84,1024,0.0716706,0.508789,0.0380859,IRA
196,BB84,1024,0.0638824,0.544922,0.0439453,IRA
197,BB84,2048,0.0245376,0.48584,0.0161133,IRA
198,BB84,2048,0.0146879,0.49707,0.0102539,IRA
199,BB84,64,0.0595447,0.5,0.03125,IRA
200,BB84,256,0.0849841,0.472656,0.078125,IRA
201,BB84,256,0.0205927,0.457031,0.046875,IRA
202,BB84,128,0.0664234,0.5625,0.03125,IRA
203,BB84,256,0.0786643,0.492188,0.0742188,IRA
204,BB84,256,0.0281338,0.453125,0.015625,IRA
205,BB84,1024,0.0178467,0.491211,0.0175781,IRA
206,BB84,256,0.0442,0.484375,0.0351562,IRA
207,BB84,4096,0.0650327,0.488281,0.0439453,IRA
208,BB84,2048,0.0965625,0.512207,0.0708008,IRA
209,BB84,64,0.0475225,0.578125,0.015625,IRA
210,BB84,256,0.0856646,0.484375,0.0703125,IRA
211,BB84,128,0.0139338,0.546875,0.0078125,IRA
212,BB84,4096,0.0415058,0.499512,0.0288086,IRA
213,BB84,4096,0.0988384,0.51123,0.0668945,IRA
214,BB84,256,0.0242849,0.582031,0.015625,IRA
215,BB84,1024,0.0829014,0.472656,0.0625,IRA
216,BB84,128,0.0189904,0.492188,0.0234375,IRA
217,BB84,512,0.06135,0.470703,0.0625,IRA
218,BB84,1024,0.0995179,0.473633,0.0712891,IRA
219,BB84,1024,0.042606,0.496094,0.03125,IRA
220,BB84,4096,0.0670207,0.495361,0.0510254,IRA
221,BB84,256,0.0622667,0.496094,0.0664062,IRA
222,BB84,4096,0.0734947,0.515381,0.0588379,IRA
223,BB84,256,0.0647004,0.496094,0.0351562,IRA
224,BB84,256,0.0672566,0.484375,0.0546875,IRA
225,BB84,256,0.0410337,0.488281,0.03125,IRA
226,BB84,2048,0.0611935,0.497559,0.0419922,IRA
227,BB84,128,0.0191993,0.460938,0.0078125,IRA
228,BB84,512,0.0260812,0.492188,0.0117188,IRA
229,BB84,2048,0.0954448,0.53418,0.0649414,IRA
230,BB84,4096,0.0611059,0.49292,0.041748,IRA
231,BB84,1024,0.0547588,0.482422,0.0517578,IRA
232,BB84,256,0.0914731,0.554688,0.078125,IRA
233,BB84,256,0.0124876,0.519531,0.0117188,IRA
234,BB84,64,0.0167983,0.609375,0,IRA
235,BB84,128,0.0434403,0.484375,0.0546875,IRA
236,BB84,4096,0.0726893,0.49585,0.0561523,IRA
237,BB84,256,0.0947137,0.554688,0.046875,IRA
238,BB84,256,0.066517,0.507812,0.046875,IRA
239,BB84,4096,0.0802753,0.501465,0.0603027,IRA
240,BB84,1024,0.0631511,0.516602,0.0488281,IRA
241,BB84,2048,0.0378157,0.500977,0.0292969,IRA
242,BB84,4096,0.0884574,0.504883,0.0639648,IRA
243,BB84,4096,0.0559609,0.500977,0.0441895,IRA
244,BB84,64,0.0176155,0.484375,0,IRA
245,BB84,1024,0.0148846,0.504883,0.0175781,IRA
246,BB84,128,0.0283072,0.476562,0.0390625,IRA
247,BB84,4096,0.067422,0.495117,0.0456543,IRA
248,BB84,128,0.0862811,0.523438,0.0546875,IRA
249,BB84,4096,0.0631969,0.494141,0.0444336,IRA
250,BB84,512,0.0437578,0.511719,0.03125,IRA
251,BB84,2048,0.0563757,0.500488,0.0424805,IRA
252,BB84,2048,0.0241284,0.498047,0.0200195,IRA
253,BB84,2048,0.0350114,0.486328,0.0258789,IRA
254,BB84,4096,0.0412675,0.501465,0.0317383,IRA
255,BB84,2048,0.0507343,0.499512,0.0415039,IRA
256,BB84,512,0.0807534,0.474609,0.0625,IRA
257,BB84,512,0.0434779,0.496094,0.0273438,IRA
258,BB84,2048,0.0877318,0.514648,0.0673828,IRA
259,BB84,256,0.0252506,0.527344,0.0234375,IRA
260,BB84,128,0.0497106,0.484375,0.03125,IRA
261,BB84,128,0.0300982,0.476562,0.0078125,IRA
262,BB84,128,0.0324411,0.570312,0.0234375,IRA
263,BB84,512,0.0582289,0.519531,0.0292969,IRA
264,BB84,128,0.0450107,0.453125,0.03125,IRA
265,BB84,1024,0.0404903,0.505859,0.0371094,IRA
266,BB84,512,0.0826093,0.490234,0.0605469,IRA
267,BB84,64,0.0169544,0.515625,0,IRA
268,BB84,512,0.0532282,0.464844,0.0605469,IRA
269,BB84,256,0.0663074,0.464844,0.0703125,IRA
270,BB84,512,0.066544,0.515625,0.0449219,IRA
271,BB84,1024,0.0993476,0.496094,0.0751953,IRA
272,BB84,64,0.0320264,0.46875,0.03125,IRA
273,BB84,256,0.0755375,0.441406,0.0585938,IRA
274,BB84,512,0.0554908,0.509766,0.03125,IRA
275,BB84,256,0.0515752,0.511719,0.03125,IRA
276,BB84,4096,0.0385869,0.50708,0.0290527,IRA
277,BB84,1024,0.0811189,0.504883,0.0605469,IRA
278,BB84,64,0.0122428,0.453125,0.015625,IRA
279,BB84,64,0.0261838,0.546875,0,IRA
280,BB84,2048,0.0951125,0.498535,0.0834961,IRA
281,BB84,128,0.0616031,0.507812,0.0546875,IRA
282,BB84,2048,0.0621567,0.490234,0.046875,IRA
283,BB84,256,0.0343681,0.453125,0.0273438,IRA
284,BB84,512,0.0934018,0.503906,0.0664062,IRA
285,BB84,128,0.0357075,0.5625,0.0546875,IRA
286,BB84,2048,0.0273654,0.493652,0.0229492,IRA
287,BB84,256,0.0179059,0.519531,0.0195312,IRA
288,BB84,256,0.0618731,0.5,0.046875,IRA
289,BB84,128,0.0820003,0.4375,0.0703125,IRA
290,BB84,4096,0.0942163,0.505127,0.0683594,IRA
291,BB84,1024,0.0959827,0.498047,0.0742188,IRA
292,BB84,256,0.0857934,0.542969,0.0664062,IRA
293,BB84,2048,0.0733262,0.506348,0.0527344,IRA
294,BB84,2048,0.0372127,0.509766,0.0307617,IRA
295,BB84,512,0.0657336,0.505859,0.0390625,IRA
296,BB84,64,0.0493116,0.4375,0.03125,IRA
297,BB84,64,0.0845515,0.5625,0.03125,IRA
298,BB84,256,0.0959912,0.523438,0.0546875,IRA
299,BB84,1024,0.0276717,0.512695,0.0107422,IRA
300,BB84,128,0.0324115,0.492188,0.015625,IRA
301,BB84,2048,0.0831019,0.498047,0.0683594,IRA
302,BB84,1024,0.0340338,0.494141,0.0273438,IRA
303,BB84,4096,0.0233914,0.498535,0.0178223,IRA
304,BB84,4096,0.0728921,0.499023,0.0544434,IRA
305,BB84,4096,0.0839228,0.514893,0.064209,IRA
306,BB84,2048,0.0667914,0.537598,0.050293,IRA
307,BB84,128,0.0244326,0.523438,0.0234375,IRA
308,BB84,4096,0.0567024,0.512451,0.0458984,IRA
309,BB84,512,0.0276376,0.486328,0.0136719,IRA
310,BB84,256,0.0239257,0.574219,0.015625,IRA
311,BB84,4096,0.0968815,0.497559,0.0822754,IRA
312,BB84,64,0.0445495,0.484375,0.078125,IRA
313,BB84,128,0.080194,0.554688,0.0078125,IRA
314,BB84,512,0.0541164,0.496094,0.0527344,IRA
315,BB84,256,0.0517396,0.566406,0.0429688,IRA
316,BB84,128,0.0855841,0.5,0.046875,IRA
317,BB84,1024,0.0300933,0.492188,0.0205078,IRA
318,BB84,2048,0.0533165,0.49707,0.0439453,IRA
319,BB84,256,0.0776696,0.480469,0.0820312,IRA
320,BB84,128,0.0739875,0.5625,0.0859375,IRA
321,BB84,256,0.0747896,0.480469,0.0585938,IRA
322,BB84,512,0.0613571,0.517578,0.0585938,IRA
323,BB84,128,0.0371304,0.546875,0.03125,IRA
324,BB84,256,0.0168955,0.476562,0.00390625,IRA
325,BB84,128,0.077325,0.515625,0.0546875,IRA
326,BB84,128,0.0966669,0.53125,0.078125,IRA
327,BB84,512,0.0236494,0.496094,0.0136719,IRA
328,BB84,64,0.0351997,0.515625,0.015625,IRA
329,BB84,256,0.0825726,0.53125,0.046875,IRA
330,BB84,512,0.0943079,0.515625,0.078125,IRA
331,BB84,4096,0.0351637,0.50415,0.0253906,IRA
332,BB84,4096,0.0633147,0.508057,0.0473633,IRA
333,BB84,64,0.0478025,0.515625,0.0625,IRA
334,BB84,64,0.0478274,0.5,0.078125,IRA
335,BB84,2048,0.0716548,0.483887,0.0478516,IRA
336,BB84,512,0.0782488,0.513672,0.0644531,IRA
337,BB84,512,0.0704724,0.537109,0.0585938,IRA
338,BB84,256,0.0796577,0.539062,0.0820312,IRA
339,BB84,1024,0.0661616,0.483398,0.0576172,IRA
340,BB84,256,0.0861985,0.554688,0.0546875,IRA
341,BB84,128,0.0607537,0.5,0.046875,IRA
342,BB84,256,0.094249,0.5,0.0742188,IRA
343,BB84,64,0.0247745,0.4375,0.03125,IRA
344,BB84,128,0.0553708,0.492188,0.03125,IRA
345,BB84,64,0.0634169,0.46875,0.046875,IRA
346,BB84,64,0.0994442,0.46875,0.015625,IRA
347,BB84,64,0.0396005,0.484375,0.03125,IRA
348,BB84,1024,0.0753546,0.524414,0.0673828,IRA
349,BB84,4096,0.0727382,0.506104,0.0561523,IRA
350,BB84,512,0.0526325,0.513672,0.0429688,IRA
351,BB84,2048,0.0332222,0.50293,0.0244141,IRA
352,BB84,512,0.0207564,0.511719,0.0117188,IRA
353,BB84,512,0.0615538,0.494141,0.0546875,IRA
354,BB84,128,0.0395961,0.585938,0.015625,IRA
355,BB84,256,0.0604919,0.5,0.046875,IRA
356,BB84,4096,0.0791075,0.497803,0.0632324,IRA
357,BB84,2048,0.0899767,0.516602,0.0717773,IRA
358,BB84,2048,0.0616251,0.49707,0.0561523,IRA
359,BB84,4096,0.0124914,0.485352,0.00952148,IRA
360,BB84,4096,0.0274796,0.500488,0.0187988,IRA
361,BB84,256,0.0255101,0.542969,0.015625,IRA
362,BB84,2048,0.0448407,0.493652,0.0327148,IRA
363,BB84,128,0.0793716,0.476562,0.0546875,IRA
364,BB84,2048,0.0987269,0.512207,0.0698242,IRA
365,BB84,256,0.0521828,0.523438,0.03125,IRA
366,BB84,64,0.0690784,0.515625,0,IRA
367,BB84,1024,0.0440676,0.499023,0.0322266,IRA
368,BB84,1024,0.0461724,0.508789,0.0361328,IRA
369,BB84,1024,0.081819,0.517578,0.0585938,IRA
370,BB84,64,0.0795164,0.609375,0.09375,IRA
371,BB84,256,0.0813647,0.484375,0.09375,IRA
372,BB84,128,0.0555556,0.53125,0.0546875,IRA
373,BB84,64,0.0401942,0.359375,0,IRA
374,BB84,512,0.0587772,0.513672,0.046875,IRA
375,BB84,1024,0.0124341,0.491211,0.00878906,IRA
376,BB84,2048,0.0464271,0.511719,0.0366211,IRA
377,BB84,128,0.0581884,0.4375,0.03125,IRA
378,BB84,64,0.0144223,0.65625,0,IRA
379,BB84,2048,0.0552761,0.495117,0.0419922,IRA
380,BB84,512,0.0409519,0.537109,0.0253906,IRA
381,BB84,256,0.0450441,0.480469,0.015625,IRA
382,BB84,256,0.0325822,0.496094,0.0273438,IRA
383,BB84,2048,0.0174011,0.514648,0.0078125,IRA
384,BB84,128,0.0526714,0.546875,0.0390625,IRA
385,BB84,4096,0.0230102,0.507812,0.0170898,IRA
386,BB84,64,0.0428,0.5625,0.046875,IRA
387,BB84,4096,0.0103104,0.513916,0.00708008,IRA
388,BB84,2048,0.0978226,0.484863,0.0678711,IRA
389,BB84,4096,0.0169747,0.499512,0.0134277,IRA
390,BB84,64,0.0551857,0.59375,0.0625,IRA
391,BB84,1024,0.0970772,0.525391,0.0654297,IRA
392,BB84,256,0.0856841,0.472656,0.0429688,IRA
393,BB84,256,0.0953667,0.539062,0.0859375,IRA
394,BB84,128,0.0898412,0.578125,0.0625,IRA
395,BB84,2048,0.0605124,0.49707,0.050293,IRA
396,BB84,128,0.0866625,0.570312,0.046875,IRA
397,BB84,512,0.0637854,0.517578,0.0507812,IRA
398,BB84,1024,0.0874868,0.511719,0.0595703,IRA
399,BB84,128,0.0412877,0.5,0.0390625,IRA
400,BB84,256,0.0244763,0.523438,0.0195312,IRA
401,BB84,512,0.0421746,0.464844,0.0429688,IRA
402,BB84,1024,0.0453818,0.516602,0.0380859,IRA
403,BB84,4096,0.0482719,0.505371,0.034668,IRA
404,BB84,512,0.0844009,0.529297,0.0507812,IRA
405,BB84,512,0.0434703,0.5,0.0410156,IRA
406,BB84,4096,0.0740181,0.501465,0.0529785,IRA
407,BB84,4096,0.0552353,0.509521,0.0419922,IRA
408,BB84,4096,0.0651187,0.502197,0.045166,IRA
409,BB84,2048,0.0340059,0.505371,0.0292969,IRA
410,BB84,1024,0.0875078,0.491211,0.0664062,IRA
411,BB84,1024,0.0919305,0.512695,0.0644531,IRA
412,BB84,2048,0.0246221,0.493164,0.0136719,IRA
413,BB84,4096,0.0493262,0.493652,0.0385742,IRA
414,BB84,512,0.0706189,0.515625,0.0488281,IRA
415,BB84,64,0.0612456,0.46875,0.03125,IRA
416,BB84,256,0.0694129,0.453125,0.046875,IRA
417,BB84,64,0.0947419,0.53125,0.0625,IRA
418,BB84,512,0.0201211,0.505859,0.015625,IRA
419,BB84,128,0.0872167,0.460938,0.03125,IRA
420,BB84,2048,0.0620916,0.501465,0.0507812,IRA
421,BB84,64,0.0558851,0.515625,0.015625,IRA
422,BB84,4096,0.0421367,0.491699,0.03125,IRA
423,BB84,256,0.0365903,0.507812,0.0585938,IRA
424,BB84,256,0.0393564,0.5,0.0351562,IRA
425,BB84,512,0.0430365,0.523438,0.0273438,IRA
426,BB84,256,0.0335764,0.480469,0.0546875,IRA
427,BB84,4096,0.079957,0.502686,0.0627441,IRA
428,BB84,64,0.0972968,0.578125,0.09375,IRA
429,BB84,256,0.0578513,0.484375,0.046875,IRA
430,BB84,1024,0.0565276,0.463867,0.0478516,IRA
431,BB84,1024,0.07623,0.511719,0.0488281,IRA
432,BB84,64,0.012947,0.609375,0.015625,IRA
433,BB84,1024,0.0895646,0.499023,0.0751953,IRA
434,BB84,2048,0.0626119,0.507324,0.0571289,IRA
435,BB84,256,0.0568952,0.441406,0.03125,IRA
436,BB84,64,0.0103063,0.484375,0.015625,IRA
437,BB84,256,0.0529376,0.488281,0.03125,IRA
438,BB84,1024,0.0579893,0.496094,0.0429688,IRA
439,BB84,1024,0.0337067,0.492188,0.0136719,IRA
440,BB84,1024,0.048712,0.485352,0.0351562,IRA
441,BB84,256,0.0101107,0.507812,0,IRA
442,BB84,2048,0.0406755,0.495605,0.0366211,IRA
443,BB84,64,0.0482373,0.53125,0.0625,IRA
444,BB84,512,0.0936891,0.517578,0.0644531,IRA
445,BB84,1024,0.0715578,0.494141,0.0507812,IRA
446,BB84,1024,0.0396103,0.500977,0.03125,IRA
447,BB84,256,0.0897409,0.480469,0.0664062,IRA
448,BB84,2048,0.0989325,0.487793,0.0805664,IRA
449,BB84,1024,0.0176502,0.489258,0.0078125,IRA
450,BB84,4096,0.016205,0.507812,0.0124512,IRA
451,BB84,256,0.0556621,0.511719,0.03125,IRA
452,BB84,512,0.0635616,0.521484,0.0429688,IRA
453,BB84,2048,0.0744133,0.508789,0.0556641,IRA
454,BB84,4096,0.0124673,0.496826,0.010498,IRA
455,BB84,4096,0.0629237,0.497803,0.0461426,IRA
456,BB84,4096,0.0851109,0.509277,0.0661621,IRA
457,BB84,1024,0.0256366,0.493164,0.0185547,IRA
458,BB84,2048,0.0755926,0.505371,0.0522461,IRA
459,BB84,4096,0.0228123,0.506104,0.0163574,IRA
460,BB84,256,0.0830279,0.523438,0.0625,IRA
461,BB84,128,0.0878802,0.453125,0.078125,IRA
462,BB84,256,0.0751396,0.503906,0.0351562,IRA
463,BB84,2048,0.0252543,0.508789,0.0180664,IRA
464,BB84,4096,0.0447365,0.49707,0.034668,IRA
465,BB84,256,0.067596,0.460938,0.0546875,IRA
466,BB84,2048,0.0239339,0.504883,0.0200195,IRA
467,BB84,64,0.0277841,0.609375,0,IRA
468,BB84,1024,0.0864774,0.516602,0.0654297,IRA
469,BB84,1024,0.0664235,0.507812,0.0371094,IRA
470,BB84,256,0.0210495,0.523438,0.0351562,IRA
471,BB84,2048,0.095164,0.500977,0.0717773,IRA
472,BB84,512,0.0428446,0.490234,0.0214844,IRA
473,BB84,64,0.0937773,0.46875,0.125,IRA
474,BB84,4096,0.0211766,0.510254,0.0158691,IRA
475,BB84,2048,0.0525074,0.488281,0.0444336,IRA
476,BB84,512,0.0104649,0.472656,0.00976562,IRA
477,BB84,4096,0.0728666,0.505859,0.0515137,IRA
478,BB84,256,0.0255993,0.460938,0.0273438,IRA
479,BB84,256,0.0989024,0.546875,0.0585938,IRA
480,BB84,128,0.0812042,0.445312,0.0703125,IRA
481,BB84,4096,0.0249585,0.496338,0.0192871,IRA
