id,protocol,num_bits,bit_error_rate,eve_success_rate_estimate,noise_level,attack_type
106,B92,512,0.263875,0.498047,0.0195312,IRA
107,B92,256,0.288466,0.519531,0.0390625,IRA
108,B92,512,0.28988,0.472656,0.0234375,IRA
109,B92,64,0.299096,0.5,0.046875,IRA
110,B92,128,0.24219,0.539062,0,IRA
111,B92,64,0.25186,0.53125,0,IRA
112,B92,1024,0.278759,0.505859,0.03125,IRA
113,B92,256,0.242726,0.53125,0.0078125,IRA
114,B92,4096,0.313021,0.49585,0.0654297,IRA
115,B92,2048,0.317867,0.47998,0.0581055,IRA
116,B92,512,0.269195,0.505859,0.0195312,IRA
117,B92,64,0.277286,0.484375,0.03125,IRA
118,B92,1024,0.276395,0.525391,0.0400391,IRA
119,B92,256,0.272789,0.554688,0.0429688,IRA
120,B92,512,0.278373,0.511719,0.0332031,IRA
121,B92,2048,0.289342,0.504395,0.0390625,IRA
122,B92,4096,0.270609,0.502441,0.0234375,IRA
123,B92,256,0.291779,0.507812,0.0429688,IRA
124,B92,1024,0.291092,0.486328,0.0351562,IRA
125,B92,128,0.300283,0.492188,0.0625,IRA
126,B92,64,0.252191,0.5625,0.015625,IRA
127,B92,4096,0.300693,0.505615,0.0576172,IRA
128,B92,1024,0.312647,0.490234,0.0605469,IRA
129,B92,1024,0.304443,0.519531,0.0458984,IRA
130,B92,256,0.309756,0.496094,0.0429688,IRA
131,B92,64,0.231601,0.5625,0,IRA
132,B92,128,0.249091,0.53125,0.015625,IRA
133,B92,1024,0.293627,0.487305,0.0341797,IRA
134,B92,2048,0.281522,0.504395,0.0375977,IRA
135,B92,256,0.347432,0.4375,0.0703125,IRA
136,B92,2048,0.287892,0.486328,0.0234375,IRA
137,B92,128,0.282852,0.539062,0.078125,IRA
138,B92,1024,0.279697,0.499023,0.0292969,IRA
139,B92,2048,0.284661,0.500488,0.0336914,IRA
140,B92,1024,0.282044,0.499023,0.0332031,IRA
141,B92,512,0.276077,0.486328,0.0292969,IRA
142,B92,64,0.204022,0.609375,0,IRA
143,B92,512,0.296337,0.472656,0.0390625,IRA
144,B92,512,0.321399,0.478516,0.0488281,IRA
145,B92,4096,0.269204,0.491699,0.0183105,IRA
146,B92,512,0.316241,0.494141,0.0605469,IRA
147,B92,2048,0.320169,0.493164,0.0732422,IRA
148,B92,2048,0.282727,0.489258,0.0200195,IRA
149,B92,1024,0.29628,0.5,0.0478516,IRA
150,B92,1024,0.274287,0.470703,0.0107422,IRA
151,B92,4096,0.312975,0.49585,0.0634766,IRA
152,B92,1024,0.26396,0.495117,0.0136719,IRA
153,B92,128,0.283573,0.492188,0.046875,IRA
154,B92,64,0.220442,0.609375,0,IRA
155,B92,1024,0.272827,0.484375,0.0146484,IRA
156,B92,64,0.249579,0.546875,0.015625,IRA
157,B92,1024,0.269075,0.492188,0.0175781,IRA
158,B92,1024,0.307661,0.474609,0.0400391,IRA
159,B92,1024,0.322801,0.490234,0.0683594,IRA
160,B92,1024,0.271835,0.478516,0.0107422,IRA
161,B92,128,0.290921,0.523438,0.03125,IRA
162,B92,4096,0.281309,0.492676,0.0275879,IRA
163,B92,64,0.262751,0.53125,0.015625,IRA
164,B92,2048,0.294827,0.489258,0.0419922,IRA
165,B92,64,0.264153,0.59375,0.09375,IRA
166,B92,128,0.367679,0.398438,0.078125,IRA
167,B92,1024,0.314055,0.49707,0.0664062,IRA
168,B92,128,0.270512,0.507812,0.0234375,IRA
169,B92,512,0.305665,0.513672,0.0546875,IRA
170,B92,512,0.312784,0.460938,0.0488281,IRA
171,B92,256,0.319923,0.472656,0.0664062,IRA
172,B92,2048,0.24879,0.527344,0.012207,IRA
173,B92,1024,0.327244,0.485352,0.0693359,IRA
174,B92,256,0.334946,0.441406,0.0703125,IRA
175,B92,512,0.276727,0.525391,0.0488281,IRA
176,B92,128,0.307766,0.515625,0.0703125,IRA
177,B92,1024,0.31411,0.486328,0.0507812,IRA
178,B92,2048,0.275443,0.502441,0.0244141,IRA
179,B92,256,0.316236,0.445312,0.0390625,IRA
180,B92,128,0.280746,0.492188,0,IRA
181,B92,256,0.23255,0.554688,0.00390625,IRA
182,B92,2048,0.255187,0.504883,0.00683594,IRA
183,B92,512,0.292392,0.484375,0.0273438,IRA
184,B92,512,0.254764,0.548828,0.0195312,IRA
185,B92,64,0.328377,0.484375,0.078125,IRA
186,B92,128,0.282797,0.5,0.03125,IRA
187,B92,1024,0.268301,0.516602,0.0263672,IRA
188,B92,512,0.300337,0.525391,0.0566406,IRA
189,B92,128,0.27944,0.476562,0.0078125,IRA
190,B92,64,0.297446,0.46875,0,IRA
191,B92,64,0.353179,0.421875,0.046875,IRA
192,B92,64,0.293546,0.515625,0.078125,IRA
193,B92,512,0.253927,0.509766,0.00585938,IRA
194,B92,128,0.308257,0.398438,0.0078125,IRA
195,B92,128,0.320772,0.4375,0.0546875,IRA
196,B92,512,0.326106,0.482422,0.0507812,IRA
197,B92,64,0.333797,0.453125,0.0625,IRA
198,B92,2048,0.281531,0.511719,0.027832,IRA
199,B92,128,0.280963,0.578125,0.046875,IRA
200,B92,64,0.296578,0.453125,0,IRA
201,B92,128,0.291602,0.46875,0.0078125,IRA
202,B92,1024,0.316994,0.503906,0.0693359,IRA
203,B92,128,0.325252,0.382812,0.03125,IRA
204,B92,64,0.242439,0.65625,0.046875,IRA
205,B92,256,0.296759,0.5625,0.0546875,IRA
206,B92,1024,0.316834,0.511719,0.0625,IRA
207,B92,512,0.27472,0.537109,0.0410156,IRA
208,B92,2048,0.275475,0.510742,0.0249023,IRA
209,B92,2048,0.299791,0.495117,0.0463867,IRA
210,B92,512,0.293456,0.503906,0.046875,IRA
211,B92,64,0.299751,0.46875,0.046875,IRA
212,B92,4096,0.323208,0.494629,0.067627,IRA
213,B92,128,0.266316,0.585938,0.03125,IRA
214,B92,512,0.289055,0.474609,0.0214844,IRA
215,B92,512,0.27275,0.515625,0.0390625,IRA
216,B92,128,0.253503,0.523438,0,IRA
217,B92,4096,0.309639,0.507568,0.0644531,IRA
218,B92,4096,0.302178,0.502686,0.0524902,IRA
219,B92,1024,0.318282,0.514648,0.0654297,IRA
220,B92,2048,0.288515,0.507812,0.0415039,IRA
221,B92,2048,0.260657,0.504395,0.015625,IRA
222,B92,512,0.329169,0.474609,0.0605469,IRA
223,B92,64,0.22529,0.609375,0.03125,IRA
224,B92,4096,0.276763,0.51416,0.0383301,IRA
225,B92,64,0.292694,0.546875,0.0625,IRA
226,B92,64,0.235683,0.5625,0.015625,IRA
227,B92,64,0.284009,0.5,0.015625,IRA
228,B92,4096,0.297734,0.502441,0.0537109,IRA
229,B92,128,0.305469,0.421875,0.03125,IRA
230,B92,64,0.255756,0.5625,0.046875,IRA
231,B92,256,0.311902,0.46875,0.03125,IRA
232,B92,256,0.322802,0.472656,0.0664062,IRA
233,B92,512,0.261651,0.494141,0.00390625,IRA
234,B92,64,0.315413,0.453125,0.046875,IRA
235,B92,64,0.256458,0.53125,0.015625,IRA
236,B92,1024,0.277195,0.499023,0.0302734,IRA
237,B92,64,0.309213,0.421875,0,IRA
238,B92,256,0.308868,0.515625,0.0625,IRA
239,B92,64,0.287349,0.484375,0.015625,IRA
240,B92,256,0.28112,0.496094,0.03125,IRA
241,B92,512,0.329577,0.484375,0.0585938,IRA
242,B92,2048,0.288496,0.512695,0.043457,IRA
243,B92,256,0.335764,0.472656,0.0742188,IRA
244,B92,4096,0.303585,0.505371,0.0561523,IRA
245,B92,1024,0.300077,0.522461,0.0517578,IRA
246,B92,1024,0.3019,0.509766,0.0527344,IRA
247,B92,128,0.279549,0.523438,0.0546875,IRA
248,B92,512,0.325672,0.498047,0.0839844,IRA
249,B92,2048,0.305242,0.500977,0.050293,IRA
250,B92,128,0.342261,0.453125,0.0625,IRA
251,B92,128,0.286542,0.515625,0.0625,IRA
252,B92,128,0.229063,0.5625,0.0234375,IRA
253,B92,4096,0.3064,0.484863,0.0507812,IRA
254,B92,4096,0.286423,0.496094,0.0332031,IRA
255,B92,256,0.320524,0.480469,0.0625,IRA
256,B92,512,0.319644,0.507812,0.0742188,IRA
257,B92,64,0.310976,0.515625,0.078125,IRA
258,B92,256,0.28238,0.484375,0.0234375,IRA
259,B92,2048,0.317705,0.498535,0.0571289,IRA
260,B92,64,0.292826,0.453125,0.03125,IRA
261,B92,64,0.301302,0.546875,0.09375,IRA
262,B92,1024,0.301886,0.507812,0.0517578,IRA
263,B92,512,0.309873,0.488281,0.0371094,IRA
264,B92,64,0.28378,0.53125,0.0625,IRA
265,B92,1024,0.262204,0.50293,0.0117188,IRA
266,B92,512,0.289236,0.509766,0.0488281,IRA
267,B92,2048,0.305626,0.495605,0.0498047,IRA
268,B92,1024,0.275724,0.510742,0.0244141,IRA
269,B92,4096,0.290912,0.50708,0.0393066,IRA
270,B92,4096,0.315467,0.510498,0.0690918,IRA
271,B92,4096,0.28816,0.499023,0.0336914,IRA
272,B92,64,0.284412,0.5625,0.046875,IRA
273,B92,512,0.31976,0.505859,0.0546875,IRA
274,B92,128,0.301014,0.523438,0.0234375,IRA
275,B92,2048,0.30579,0.495117,0.0600586,IRA
276,B92,64,0.312176,0.390625,0.015625,IRA
277,B92,4096,0.28876,0.496826,0.0375977,IRA
278,B92,4096,0.265579,0.503418,0.0166016,IRA
279,B92,1024,0.326756,0.474609,0.0742188,IRA
280,B92,2048,0.29233,0.484863,0.0283203,IRA
281,B92,256,0.320323,0.507812,0.0742188,IRA
282,B92,256,0.281813,0.507812,0.0625,IRA
283,B92,256,0.300001,0.492188,0.0507812,IRA
284,B92,512,0.318539,0.503906,0.0917969,IRA
285,B92,128,0.29191,0.460938,0.0078125,IRA
286,B92,256,0.264971,0.511719,0.03125,IRA
287,B92,512,0.264706,0.496094,0.00976562,IRA
288,B92,2048,0.307211,0.503906,0.0644531,IRA
289,B92,512,0.284422,0.490234,0.0292969,IRA
290,B92,2048,0.268608,0.486816,0.00976562,IRA
291,B92,2048,0.317904,0.492676,0.0766602,IRA
292,B92,128,0.251235,0.523438,0.0078125,IRA
293,B92,4096,0.281478,0.500732,0.0322266,IRA
294,B92,256,0.255533,0.519531,0.0195312,IRA
295,B92,128,0.312592,0.460938,0.0390625,IRA
296,B92,128,0.235584,0.554688,0.0078125,IRA
297,B92,256,0.276079,0.527344,0.0351562,IRA
298,B92,2048,0.286365,0.499023,0.0322266,IRA
299,B92,64,0.241351,0.5625,0.015625,IRA
300,B92,4096,0.307618,0.504883,0.0581055,IRA
301,B92,2048,0.304421,0.496582,0.0600586,IRA
302,B92,128,0.313872,0.5,0.046875,IRA
303,B92,64,0.295645,0.53125,0.0625,IRA
304,B92,4096,0.267416,0.508789,0.0244141,IRA
305,B92,256,0.318603,0.476562,0.0546875,IRA
306,B92,2048,0.307907,0.505859,0.0522461,IRA
307,B92,64,0.328569,0.40625,0.046875,IRA
308,B92,512,0.296799,0.519531,0.0605469,IRA
309,B92,2048,0.302955,0.493652,0.0546875,IRA
310,B92,512,0.307936,0.492188,0.0507812,IRA
311,B92,4096,0.258527,0.498047,0.00878906,IRA
312,B92,512,0.265863,0.511719,0.0175781,IRA
313,B92,256,0.298285,0.421875,0.0117188,IRA
314,B92,1024,0.323929,0.500977,0.0732422,IRA
315,B92,256,0.28754,0.507812,0.0390625,IRA
316,B92,4096,0.310451,0.494629,0.0537109,IRA
317,B92,2048,0.265534,0.498535,0.0214844,IRA
318,B92,1024,0.285094,0.494141,0.0361328,IRA
319,B92,64,0.301131,0.484375,0.078125,IRA
320,B92,128,0.29667,0.445312,0.0078125,IRA
321,B92,1024,0.286241,0.474609,0.0205078,IRA
322,B92,2048,0.288221,0.485352,0.0302734,IRA
323,B92,256,0.315126,0.492188,0.0820312,IRA
324,B92,512,0.304422,0.472656,0.0273438,IRA
325,B92,128,0.305183,0.453125,0.0625,IRA
326,B92,2048,0.273253,0.492188,0.0146484,IRA
327,B92,64,0.293259,0.515625,0.046875,IRA
328,B92,128,0.281176,0.507812,0.03125,IRA
329,B92,4096,0.284823,0.517578,0.0395508,IRA
330,B92,64,0.277041,0.515625,0.046875,IRA
331,B92,2048,0.263053,0.518555,0.0205078,IRA
332,B92,64,0.264281,0.5,0.03125,IRA
333,B92,1024,0.296724,0.495117,0.046875,IRA
334,B92,2048,0.287123,0.490723,0.0351562,IRA
335,B92,128,0.299125,0.53125,0.046875,IRA
336,B92,1024,0.312945,0.484375,0.0566406,IRA
337,B92,256,0.29921,0.484375,0.0585938,IRA
338,B92,64,0.297786,0.53125,0.09375,IRA
339,B92,128,0.311793,0.460938,0.046875,IRA
340,B92,64,0.305618,0.484375,0.0625,IRA
341,B92,4096,0.298589,0.495605,0.0495605,IRA
342,B92,128,0.305792,0.476562,0.078125,IRA
343,B92,64,0.226308,0.625,0.0625,IRA
344,B92,64,0.26581,0.53125,0,IRA
345,B92,256,0.27774,0.511719,0.0390625,IRA
346,B92,2048,0.314969,0.509277,0.0654297,IRA
347,B92,1024,0.304918,0.498047,0.0498047,IRA
348,B92,128,0.29589,0.476562,0.03125,IRA
349,B92,128,0.299507,0.492188,0.0625,IRA
350,B92,4096,0.258356,0.504639,0.0146484,IRA
351,B92,512,0.282071,0.539062,0.046875,IRA
352,B92,2048,0.293721,0.51123,0.0458984,IRA
353,B92,128,0.31807,0.453125,0.046875,IRA
354,B92,128,0.255833,0.515625,0.03125,IRA
355,B92,2048,0.332013,0.480469,0.0683594,IRA
356,B92,2048,0.324763,0.497559,0.0698242,IRA
357,B92,1024,0.306756,0.498047,0.0585938,IRA
358,B92,128,0.348644,0.429688,0.0625,IRA
359,B92,2048,0.270414,0.503906,0.027832,IRA
360,B92,64,0.265297,0.515625,0.015625,IRA
361,B92,2048,0.267741,0.48291,0.00585938,IRA
362,B92,4096,0.268321,0.499512,0.0234375,IRA
363,B92,256,0.334571,0.46875,0.0625,IRA
364,B92,64,0.26627,0.5625,0.046875,IRA
365,B92,128,0.322272,0.4375,0.015625,IRA
366,B92,4096,0.293378,0.506104,0.0456543,IRA
367,B92,64,0.346073,0.453125,0.0625,IRA
368,B92,4096,0.323657,0.500244,0.0773926,IRA
369,B92,2048,0.329134,0.483398,0.0698242,IRA
370,B92,2048,0.310843,0.470215,0.0449219,IRA
371,B92,64,0.314829,0.5,0.03125,IRA
372,B92,64,0.268151,0.578125,0.078125,IRA
373,B92,128,0.302805,0.5,0.03125,IRA
374,B92,64,0.311995,0.515625,0.078125,IRA
375,B92,256,0.303591,0.523438,0.0625,IRA
376,B92,4096,0.316319,0.509766,0.072998,IRA
377,B92,64,0.314457,0.515625,0.0625,IRA
378,B92,64,0.22801,0.59375,0.015625,IRA
379,B92,2048,0.284801,0.489258,0.0302734,IRA
380,B92,2048,0.29385,0.51416,0.0507812,IRA
381,B92,512,0.289272,0.523438,0.0449219,IRA
382,B92,64,0.323467,0.484375,0.0625,IRA
383,B92,4096,0.263425,0.507324,0.0175781,IRA
384,B92,2048,0.284757,0.482422,0.0249023,IRA
385,B92,1024,0.248864,0.525391,0.00976562,IRA
386,B92,64,0.280727,0.5,0,IRA
387,B92,1024,0.304971,0.530273,0.0820312,IRA
388,B92,64,0.267671,0.53125,0.046875,IRA
389,B92,512,0.269379,0.537109,0.0429688,IRA
390,B92,256,0.269177,0.550781,0.0429688,IRA
391,B92,256,0.280729,0.503906,0.03125,IRA
392,B92,512,0.298663,0.476562,0.0292969,IRA
393,B92,128,0.334751,0.40625,0.046875,IRA
394,B92,512,0.302098,0.462891,0.046875,IRA
395,B92,1024,0.311275,0.521484,0.0791016,IRA
396,B92,2048,0.311425,0.480957,0.0629883,IRA
397,B92,64,0.262188,0.5625,0.046875,IRA
398,B92,256,0.301105,0.480469,0.046875,IRA
399,B92,2048,0.305421,0.510254,0.0581055,IRA
400,B92,128,0.23668,0.578125,0.03125,IRA
401,B92,512,0.321843,0.501953,0.0625,IRA
402,B92,1024,0.267723,0.507812,0.0292969,IRA
403,B92,512,0.255961,0.509766,0.0117188,IRA
404,B92,1024,0.305789,0.50293,0.0488281,IRA
405,B92,1024,0.280501,0.493164,0.0351562,IRA
406,B92,256,0.313556,0.488281,0.0703125,IRA
407,B92,512,0.327999,0.488281,0.0859375,IRA
408,B92,2048,0.300563,0.520508,0.0600586,IRA
409,B92,4096,0.321968,0.50415,0.0737305,IRA
410,B92,64,0.292504,0.4375,0,IRA
411,B92,4096,0.301416,0.494141,0.0522461,IRA
412,B92,4096,0.28734,0.51416,0.0419922,IRA
413,B92,2048,0.32808,0.489746,0.0732422,IRA
414,B92,2048,0.281614,0.48877,0.0244141,IRA
415,B92,4096,0.289407,0.498291,0.0415039,IRA
416,B92,128,0.290065,0.453125,0.0078125,IRA
417,B92,128,0.246708,0.578125,0.0390625,IRA
418,B92,256,0.274788,0.515625,0.0234375,IRA
419,B92,1024,0.28064,0.491211,0.0244141,IRA
420,B92,128,0.292472,0.445312,0.015625,IRA
421,B92,1024,0.26486,0.508789,0.015625,IRA
422,B92,1024,0.308403,0.5,0.0605469,IRA
423,B92,128,0.341787,0.453125,0.0703125,IRA
424,B92,128,0.317822,0.460938,0.03125,IRA
425,B92,4096,0.307118,0.500244,0.0583496,IRA
426,B92,2048,0.24484,0.53125,0.0146484,IRA
427,B92,256,0.298049,0.515625,0.0625,IRA
428,B92,256,0.329395,0.484375,0.0898438,IRA
429,B92,64,0.234715,0.578125,0.015625,IRA
430,B92,128,0.287966,0.453125,0.0078125,IRA
431,B92,2048,0.313158,0.511719,0.0483398,IRA
432,B92,4096,0.310241,0.490723,0.0581055,IRA
433,B92,2048,0.286472,0.483887,0.0258789,IRA
434,B92,4096,0.26163,0.494629,0.0078125,IRA
435,B92,128,0.295935,0.453125,0,IRA
436,B92,512,0.334087,0.474609,0.0527344,IRA
437,B92,256,0.29771,0.542969,0.0820312,IRA
438,B92,4096,0.318257,0.500244,0.0688477,IRA
439,B92,256,0.295347,0.519531,0.0507812,IRA
440,B92,128,0.310086,0.421875,0,IRA
441,B92,256,0.279769,0.519531,0.0273438,IRA
442,B92,512,0.312818,0.519531,0.0664062,IRA
443,B92,1024,0.26112,0.5,0.0136719,IRA
444,B92,1024,0.266655,0.533203,0.0263672,IRA
445,B92,4096,0.317932,0.513672,0.0791016,IRA
446,B92,128,0.287225,0.476562,0.03125,IRA
447,B92,256,0.310084,0.460938,0.0390625,IRA
448,B92,1024,0.288596,0.472656,0.0234375,IRA
449,B92,2048,0.300264,0.532715,0.0678711,IRA
450,B92,64,0.28961,0.5625,0.0625,IRA
451,B92,128,0.298947,0.539062,0.0234375,IRA
452,B92,4096,0.311746,0.493652,0.0603027,IRA
453,B92,64,0.28969,0.515625,0.03125,IRA
454,B92,512,0.256723,0.519531,0.0136719,IRA
455,B92,1024,0.31498,0.484375,0.0419922,IRA
456,B92,4096,0.27053,0.504639,0.0231934,IRA
457,B92,128,0.284675,0.515625,0.0234375,IRA
458,B92,128,0.276375,0.523438,0.0234375,IRA
459,B92,4096,0.295205,0.498291,0.0471191,IRA
460,B92,4096,0.324937,0.496338,0.0661621,IRA
461,B92,512,0.30491,0.451172,0.0488281,IRA
462,B92,1024,0.282569,0.484375,0.0253906,IRA
463,B92,2048,0.270201,0.523438,0.0273438,IRA
464,B92,128,0.323031,0.492188,0.109375,IRA
465,B92,1024,0.267272,0.487305,0.0136719,IRA
466,B92,4096,0.271501,0.493896,0.0212402,IRA
467,B92,256,0.310959,0.492188,0.0742188,IRA
468,B92,1024,0.312113,0.473633,0.0478516,IRA
469,B92,4096,0.267305,0.504883,0.0180664,IRA
470,B92,1024,0.336212,0.473633,0.0576172,IRA
471,B92,256,0.284131,0.570312,0.0585938,IRA
472,B92,1024,0.294267,0.488281,0.0371094,IRA
473,B92,128,0.271728,0.507812,0.0234375,IRA
474,B92,2048,0.287647,0.510254,0.0527344,IRA
475,B92,512,0.292672,0.513672,0.0351562,IRA
476,B92,256,0.275022,0.480469,0.015625,IRA
477,B92,128,0.275938,0.570312,0.0625,IRA
478,B92,512,0.275225,0.529297,0.0292969,IRA
479,B92,256,0.309173,0.472656,0.0429688,IRA
480,B92,64,0.299772,0.4375,0.015625,IRA
481,B92,4096,0.285435,0.497314,0.029541,IRA
482,B92,4096,0.270851,0.490967,0.0175781,IRA
483,B92,256,0.265843,0.492188,0.015625,IRA
484,B92,64,0.238382,0.640625,0.03125,IRA
485,B92,128,0.345796,0.445312,0.0859375,IRA
486,B92,1024,0.285027,0.5,0.0419922,IRA
487,B92,2048,0.316175,0.493652,0.0532227,IRA
488,B92,2048,0.308431,0.489258,0.0498047,IRA
489,B92,2048,0.275429,0.491211,0.0258789,IRA
490,B92,2048,0.320463,0.491699,0.0688477,IRA
491,B92,2048,0.28279,0.48877,0.0351562,IRA
492,B92,2048,0.268491,0.498535,0.0205078,IRA
493,B92,512,0.262472,0.511719,0.0234375,IRA
494,B92,256,0.327075,0.484375,0.078125,IRA
495,B92,1024,0.273233,0.485352,0.0146484,IRA
496,B92,2048,0.320224,0.496582,0.0664062,IRA
497,B92,128,0.280595,0.515625,0.0546875,IRA
498,B92,1024,0.300236,0.520508,0.0615234,IRA
499,B92,256,0.300196,0.5,0.046875,IRA
500,B92,512,0.281604,0.492188,0.0214844,IRA
501,B92,2048,0.32873,0.489258,0.0820312,PA
502,B92,1024,0.30622,0.498047,0.0576172,PA
503,B92,1024,0.308508,0.517578,0.0791016,PA
504,B92,128,0.262844,0.492188,0.0078125,PA
505,B92,512,0.314952,0.507812,0.0644531,PA
506,B92,1024,0.268724,0.495117,0.0175781,PA
507,B92,4096,0.305262,0.506836,0.064209,PA
508,B92,128,0.311568,0.460938,0.0390625,PA
509,B92,1024,0.269048,0.512695,0.0244141,PA
510,B92,256,0.278492,0.558594,0.0664062,PA
511,B92,512,0.28658,0.458984,0.0175781,PA
512,B92,512,0.281284,0.457031,0.0195312,PA
513,B92,128,0.24387,0.539062,0.015625,PA
514,B92,4096,0.261137,0.496826,0.0100098,PA
515,B92,256,0.303444,0.507812,0.0742188,PA
516,B92,512,0.288316,0.523438,0.046875,PA
517,B92,64,0.297472,0.453125,0.046875,PA
