id,protocol,num_bits,bit_error_rate,eve_success_rate_estimate,noise_level,attack_type
45,B92,64,0.277872,0.53125,0.078125,IRA
46,B92,128,0.260995,0.585938,0.0625,IRA
47,B92,4096,0.30488,0.492676,0.0522461,IRA
48,B92,128,0.250744,0.53125,0.0234375,IRA
49,B92,256,0.284097,0.535156,0.0351562,IRA
50,B92,2048,0.309797,0.503418,0.0615234,IRA
51,B92,256,0.308819,0.421875,0.0195312,IRA
52,B92,512,0.315279,0.5,0.0507812,IRA
53,B92,2048,0.274756,0.507324,0.0302734,IRA
54,B92,256,0.272595,0.492188,0.0078125,IRA
55,B92,1024,0.259762,0.506836,0.0126953,IRA
56,B92,2048,0.259283,0.522949,0.0224609,IRA
57,B92,128,0.301269,0.539062,0.132812,IRA
58,B92,2048,0.298475,0.510742,0.0512695,IRA
59,B92,4096,0.305384,0.499512,0.0541992,IRA
60,B92,64,0.304416,0.484375,0,IRA
61,B92,256,0.311303,0.492188,0.0429688,IRA
62,B92,4096,0.3222,0.49292,0.067627,IRA
63,B92,256,0.308488,0.421875,0.0195312,IRA
64,B92,4096,0.278899,0.514893,0.0334473,IRA
65,B92,512,0.27386,0.494141,0.0292969,IRA
66,B92,256,0.337602,0.445312,0.0585938,IRA
67,B92,64,0.263066,0.515625,0,IRA
68,B92,512,0.249991,0.515625,0.0078125,IRA
69,B92,256,0.329901,0.484375,0.0976562,IRA
70,B92,256,0.288638,0.460938,0.0117188,IRA
71,B92,512,0.332308,0.480469,0.0683594,IRA
72,B92,256,0.297245,0.507812,0.0390625,IRA
73,B92,2048,0.25235,0.526367,0.019043,IRA
74,B92,1024,0.277099,0.511719,0.0263672,IRA
75,B92,256,0.289128,0.503906,0.0742188,IRA
76,B92,256,0.307227,0.476562,0.0625,IRA
77,B92,4096,0.309069,0.493896,0.0544434,IRA
78,B92,1024,0.2839,0.476562,0.0234375,IRA
79,B92,4096,0.260826,0.512207,0.0129395,IRA
80,B92,1024,0.292663,0.492188,0.046875,IRA
81,B92,64,0.309275,0.484375,0.046875,IRA
82,B92,64,0.328803,0.4375,0.0625,IRA
83,B92,4096,0.297754,0.498779,0.0495605,IRA
84,B92,64,0.328466,0.421875,0.015625,IRA
85,B92,4096,0.261594,0.500977,0.0124512,IRA
86,B92,64,0.286503,0.546875,0.09375,IRA
87,B92,64,0.252351,0.515625,0,IRA
88,B92,256,0.281474,0.511719,0.0195312,IRA
89,B92,128,0.291,0.53125,0.0625,IRA
90,B92,512,0.265686,0.513672,0.0234375,IRA
91,B92,1024,0.255064,0.507812,0.0107422,IRA
92,B92,4096,0.316742,0.484375,0.0539551,IRA
93,B92,512,0.300003,0.507812,0.046875,IRA
94,B92,128,0.280591,0.46875,0.03125,IRA
95,B92,128,0.34059,0.453125,0.101562,IRA
96,B92,2048,0.307388,0.504395,0.0595703,IRA
97,B92,1024,0.317454,0.501953,0.0615234,IRA
98,B92,1024,0.274783,0.503906,0.0166016,IRA
99,B92,64,0.366487,0.375,0.078125,IRA
100,B92,64,0.275784,0.515625,0.015625,IRA
101,B92,512,0.27588,0.507812,0.0332031,IRA
102,B92,64,0.359941,0.421875,0.078125,IRA
103,B92,128,0.301116,0.460938,0.0703125,IRA
104,B92,128,0.298614,0.507812,0.03125,IRA
105,B92,512,0.264743,0.511719,0.0214844,IRA
106,B92,256,0.300273,0.539062,0.0585938,IRA
107,B92,4096,0.257794,0.509766,0.010498,IRA
108,B92,4096,0.301593,0.488525,0.0456543,IRA
109,B92,2048,0.300794,0.477051,0.0400391,IRA
110,B92,4096,0.268611,0.506592,0.0227051,IRA
111,B92,64,0.273949,0.484375,0,IRA
112,B92,512,0.283796,0.46875,0.0253906,IRA
113,B92,512,0.27138,0.474609,0.0175781,IRA
114,B92,256,0.326844,0.480469,0.0976562,IRA
115,B92,4096,0.287869,0.494629,0.0385742,IRA
116,B92,512,0.29886,0.521484,0.0527344,IRA
117,B92,512,0.274396,0.521484,0.0410156,IRA
118,B92,1024,0.295258,0.487305,0.0429688,IRA
119,B92,256,0.347717,0.449219,0.0664062,IRA
120,B92,256,0.288964,0.472656,0.0195312,IRA
121,B92,1024,0.296655,0.514648,0.0595703,IRA
122,B92,64,0.219106,0.578125,0,IRA
123,B92,512,0.287989,0.476562,0.0175781,IRA
124,B92,1024,0.293898,0.500977,0.0371094,IRA
125,B92,512,0.283261,0.519531,0.0488281,IRA
126,B92,4096,0.277675,0.502686,0.0314941,IRA
127,B92,2048,0.27139,0.51123,0.0317383,IRA
128,B92,512,0.298036,0.476562,0.046875,IRA
129,B92,1024,0.313414,0.509766,0.0634766,IRA
130,B92,1024,0.284527,0.508789,0.0273438,IRA
131,B92,512,0.280074,0.527344,0.0527344,IRA
132,B92,256,0.261639,0.5625,0.0390625,IRA
133,B92,256,0.263531,0.496094,0.0117188,IRA
134,B92,64,0.292469,0.515625,0.046875,IRA
135,B92,1024,0.296558,0.526367,0.0556641,IRA
136,B92,4096,0.268164,0.502441,0.0166016,IRA
137,B92,1024,0.297674,0.487305,0.0517578,IRA
138,B92,4096,0.314995,0.49585,0.0651855,IRA
139,B92,4096,0.313568,0.48291,0.0544434,IRA
140,B92,128,0.285826,0.492188,0.015625,IRA
141,B92,2048,0.269685,0.504883,0.0263672,IRA
142,B92,512,0.303993,0.519531,0.0429688,IRA
143,B92,64,0.283321,0.46875,0.015625,IRA
144,B92,512,0.29855,0.521484,0.0507812,IRA
145,B92,256,0.254941,0.511719,0.00390625,IRA
146,B92,4096,0.318991,0.505371,0.0678711,IRA
147,B92,1024,0.300522,0.506836,0.0458984,IRA
148,B92,128,0.270379,0.484375,0.0234375,IRA
149,B92,1024,0.31762,0.498047,0.0664062,IRA
150,B92,4096,0.283044,0.502197,0.0339355,IRA
151,B92,1024,0.31663,0.507812,0.078125,IRA
152,B92,64,0.274667,0.46875,0,IRA
153,B92,256,0.257517,0.527344,0.0273438,IRA
154,B92,2048,0.256816,0.51123,0.0151367,IRA
155,B92,256,0.28639,0.546875,0.0585938,IRA
156,B92,128,0.312914,0.46875,0.0546875,IRA
157,B92,64,0.269694,0.546875,0.046875,IRA
158,B92,512,0.305303,0.494141,0.0507812,IRA
159,B92,2048,0.318743,0.506348,0.0869141,IRA
160,B92,64,0.236967,0.578125,0,IRA
161,B92,128,0.341953,0.460938,0.078125,IRA
162,B92,256,0.294755,0.503906,0.046875,IRA
163,B92,512,0.28059,0.515625,0.0332031,IRA
164,B92,64,0.251612,0.53125,0.015625,IRA
165,B92,4096,0.261127,0.502686,0.013916,IRA
166,B92,256,0.289269,0.507812,0.0546875,IRA
167,B92,512,0.308157,0.484375,0.0566406,IRA
168,B92,2048,0.296147,0.504395,0.0517578,IRA
169,B92,1024,0.316758,0.493164,0.0585938,IRA
170,B92,4096,0.294045,0.497314,0.0437012,IRA
171,B92,1024,0.270771,0.506836,0.0214844,IRA
172,B92,1024,0.259753,0.504883,0.0117188,IRA
173,B92,256,0.276684,0.503906,0.0195312,IRA
174,B92,1024,0.277387,0.511719,0.0273438,IRA
175,B92,256,0.30845,0.492188,0.0351562,IRA
176,B92,64,0.250193,0.59375,0.0625,IRA
177,B92,1024,0.262808,0.514648,0.015625,IRA
178,B92,4096,0.269922,0.509277,0.0246582,IRA
179,B92,2048,0.294009,0.49707,0.0405273,IRA
180,B92,256,0.250238,0.542969,0.0117188,IRA
181,B92,2048,0.252787,0.526855,0.0239258,IRA
182,B92,512,0.291187,0.482422,0.0351562,IRA
183,B92,128,0.28287,0.523438,0.015625,IRA
184,B92,64,0.274295,0.546875,0.03125,IRA
185,B92,256,0.293929,0.46875,0.0429688,IRA
186,B92,256,0.255267,0.5625,0.0429688,IRA
187,B92,4096,0.289616,0.500977,0.0427246,IRA
188,B92,128,0.303148,0.453125,0.03125,IRA
189,B92,2048,0.265589,0.48584,0.0107422,IRA
190,B92,1024,0.303688,0.515625,0.0556641,IRA
191,B92,1024,0.296936,0.515625,0.0517578,IRA
192,B92,2048,0.314497,0.492188,0.0717773,IRA
193,B92,4096,0.280888,0.498779,0.029541,IRA
194,B92,128,0.282134,0.492188,0.0390625,IRA
195,B92,64,0.227183,0.578125,0,IRA
196,B92,256,0.315421,0.507812,0.0546875,IRA
197,B92,256,0.333154,0.460938,0.0742188,IRA
198,B92,64,0.21228,0.640625,0.046875,IRA
199,B92,1024,0.282484,0.494141,0.0361328,IRA
200,B92,4096,0.274,0.49292,0.0205078,IRA
201,B92,512,0.289888,0.476562,0.0273438,IRA
202,B92,256,0.25582,0.503906,0.0195312,IRA
203,B92,64,0.320773,0.390625,0,IRA
204,B92,2048,0.269746,0.509766,0.0244141,IRA
205,B92,64,0.304529,0.53125,0.078125,IRA
206,B92,512,0.261661,0.537109,0.0410156,IRA
207,B92,256,0.303525,0.484375,0.0351562,IRA
208,B92,256,0.30926,0.503906,0.0742188,IRA
209,B92,512,0.29859,0.498047,0.0507812,IRA
210,B92,4096,0.292824,0.491943,0.0354004,IRA
211,B92,512,0.327423,0.488281,0.0761719,IRA
212,B92,2048,0.30032,0.515137,0.0566406,IRA
213,B92,64,0.284389,0.5625,0.0625,IRA
214,B92,64,0.323016,0.46875,0.0625,IRA
215,B92,1024,0.316786,0.459961,0.0439453,IRA
216,B92,64,0.276482,0.59375,0.09375,IRA
217,B92,4096,0.318739,0.50708,0.0742188,IRA
218,B92,512,0.267446,0.484375,0.00585938,IRA
219,B92,4096,0.299596,0.483398,0.0405273,IRA
220,B92,4096,0.30671,0.505859,0.0524902,IRA
221,B92,512,0.273975,0.525391,0.0449219,IRA
222,B92,64,0.2478,0.5625,0.0625,IRA
223,B92,512,0.334135,0.478516,0.078125,IRA
224,B92,1024,0.316267,0.507812,0.0625,IRA
225,B92,2048,0.274668,0.516113,0.0307617,IRA
226,B92,1024,0.302577,0.516602,0.0712891,IRA
227,B92,4096,0.295178,0.499756,0.0439453,IRA
228,B92,4096,0.291112,0.498291,0.0454102,IRA
229,B92,4096,0.258641,0.499756,0.0090332,IRA
230,B92,2048,0.272504,0.515625,0.0307617,IRA
231,B92,4096,0.268553,0.509521,0.0249023,IRA
232,B92,64,0.249281,0.53125,0.015625,IRA
233,B92,1024,0.255097,0.511719,0.0078125,IRA
234,B92,4096,0.305509,0.501221,0.0505371,IRA
235,B92,64,0.299521,0.46875,0.046875,IRA
236,B92,1024,0.279899,0.5,0.0263672,IRA
237,B92,128,0.32662,0.484375,0.09375,IRA
238,B92,512,0.28785,0.482422,0.0175781,IRA
239,B92,1024,0.278466,0.482422,0.0136719,IRA
240,B92,512,0.326782,0.478516,0.0917969,IRA
241,B92,64,0.297978,0.453125,0.03125,IRA
242,B92,512,0.259953,0.509766,0.015625,IRA
243,B92,1024,0.271251,0.500977,0.0205078,IRA
244,B92,64,0.242269,0.53125,0,IRA
245,B92,1024,0.279323,0.524414,0.0488281,IRA
246,B92,4096,0.312729,0.513672,0.0668945,IRA
247,B92,512,0.297893,0.507812,0.0644531,IRA
248,B92,1024,0.264863,0.509766,0.0185547,IRA
249,B92,256,0.349575,0.433594,0.0507812,IRA
250,B92,2048,0.269779,0.502441,0.0244141,IRA
251,B92,4096,0.289167,0.502197,0.0371094,IRA
252,B92,1024,0.335914,0.474609,0.0644531,IRA
253,B92,2048,0.29603,0.481445,0.0327148,IRA
254,B92,4096,0.281075,0.495117,0.0275879,IRA
255,B92,64,0.233596,0.609375,0.03125,IRA
256,B92,2048,0.297156,0.51709,0.0517578,IRA
257,B92,128,0.349554,0.4375,0.0859375,IRA
258,B92,128,0.283896,0.476562,0.03125,IRA
259,B92,512,0.273643,0.482422,0.0292969,IRA
260,B92,512,0.340837,0.462891,0.0878906,IRA
261,B92,2048,0.289275,0.51416,0.0449219,IRA
262,B92,4096,0.279322,0.510498,0.0302734,IRA
263,B92,512,0.302196,0.492188,0.0351562,IRA
264,B92,64,0.309051,0.515625,0.0625,IRA
265,B92,512,0.283645,0.488281,0.0253906,IRA
266,B92,2048,0.323186,0.476562,0.0576172,IRA
267,B92,256,0.311472,0.527344,0.0625,IRA
268,B92,256,0.289422,0.460938,0.0234375,IRA
269,B92,2048,0.310696,0.508301,0.0541992,IRA
270,B92,1024,0.263981,0.516602,0.0263672,IRA
271,B92,64,0.280835,0.515625,0,IRA
272,B92,256,0.272216,0.496094,0.0234375,IRA
273,B92,512,0.291495,0.505859,0.0527344,IRA
274,B92,64,0.31692,0.5,0.0625,IRA
275,B92,2048,0.314831,0.484863,0.046875,IRA
276,B92,256,0.2622,0.515625,0.0234375,IRA
277,B92,1024,0.31271,0.490234,0.0595703,IRA
278,B92,1024,0.299018,0.515625,0.0517578,IRA
279,B92,1024,0.298233,0.510742,0.0644531,IRA
280,B92,512,0.30425,0.431641,0.0214844,IRA
281,B92,256,0.246591,0.535156,0.0078125,IRA
282,B92,128,0.292011,0.515625,0.015625,IRA
283,B92,1024,0.302724,0.492188,0.0507812,IRA
284,B92,128,0.314239,0.5,0.078125,IRA
285,B92,64,0.287155,0.5625,0.078125,IRA
286,B92,2048,0.309147,0.48877,0.046875,IRA
287,B92,64,0.319609,0.40625,0.046875,IRA
288,B92,128,0.297211,0.546875,0.0625,IRA
289,B92,2048,0.268535,0.500977,0.0175781,IRA
290,B92,128,0.274142,0.5,0.015625,IRA
291,B92,2048,0.260246,0.496582,0.00683594,IRA
292,B92,1024,0.256453,0.510742,0.0126953,IRA
293,B92,4096,0.266603,0.506104,0.0222168,IRA
294,B92,1024,0.285246,0.503906,0.0332031,IRA
295,B92,128,0.324688,0.429688,0.0234375,IRA
296,B92,256,0.291812,0.488281,0.0429688,IRA
297,B92,64,0.271039,0.515625,0,IRA
298,B92,128,0.327221,0.460938,0.0859375,IRA
299,B92,512,0.283699,0.529297,0.03125,IRA
300,B92,256,0.295086,0.507812,0.0585938,IRA
301,B92,128,0.303472,0.515625,0.0625,IRA
302,B92,1024,0.298663,0.5,0.0517578,IRA
303,B92,64,0.310658,0.53125,0.0625,IRA
304,B92,1024,0.259192,0.503906,0.00878906,IRA
305,B92,4096,0.298828,0.504883,0.0522461,IRA
306,B92,128,0.304207,0.492188,0.046875,IRA
307,B92,512,0.340112,0.460938,0.0761719,IRA
308,B92,256,0.28112,0.558594,0.0703125,IRA
309,B92,256,0.306656,0.53125,0.0859375,IRA
310,B92,64,0.257751,0.515625,0,IRA
311,B92,4096,0.313815,0.509521,0.0708008,IRA
312,B92,64,0.297963,0.46875,0.046875,IRA
313,B92,256,0.282425,0.457031,0,IRA
314,B92,1024,0.277882,0.485352,0.0234375,IRA
315,B92,64,0.305101,0.421875,0.03125,IRA
316,B92,128,0.256125,0.515625,0.0078125,IRA
317,B92,128,0.291043,0.523438,0.078125,IRA
318,B92,64,0.308409,0.53125,0.0625,IRA
319,B92,256,0.29923,0.488281,0.0664062,IRA
320,B92,256,0.291853,0.492188,0.03125,IRA
321,B92,128,0.263426,0.515625,0,IRA
322,B92,128,0.337195,0.382812,0.0234375,IRA
323,B92,1024,0.300019,0.53418,0.0556641,IRA
324,B92,512,0.278787,0.517578,0.0410156,IRA
325,B92,4096,0.264362,0.487549,0.00878906,IRA
326,B92,4096,0.288022,0.498779,0.0378418,IRA
327,B92,1024,0.28897,0.49707,0.0253906,IRA
328,B92,512,0.303683,0.492188,0.0585938,IRA
329,B92,2048,0.280094,0.501465,0.0341797,IRA
330,B92,128,0.320819,0.46875,0.0546875,IRA
331,B92,1024,0.291996,0.504883,0.0449219,IRA
332,B92,256,0.291855,0.511719,0.0351562,IRA
333,B92,256,0.319411,0.5,0.0703125,IRA
334,B92,256,0.288696,0.515625,0.0429688,IRA
335,B92,2048,0.288529,0.502441,0.0400391,IRA
336,B92,128,0.298733,0.5,0.0390625,IRA
337,B92,64,0.29103,0.46875,0.015625,IRA
338,B92,1024,0.306628,0.492188,0.0595703,IRA
339,B92,256,0.305499,0.5,0.078125,IRA
340,B92,4096,0.272893,0.490479,0.0187988,IRA
341,B92,64,0.33186,0.375,0.015625,IRA
342,B92,4096,0.276857,0.505371,0.0283203,IRA
343,B92,2048,0.271508,0.490723,0.0102539,IRA
344,B92,1024,0.311561,0.493164,0.0595703,IRA
345,B92,128,0.285571,0.53125,0.03125,IRA
346,B92,2048,0.320339,0.489746,0.0688477,IRA
347,B92,4096,0.267916,0.491455,0.0151367,IRA
348,B92,2048,0.302599,0.508301,0.0478516,IRA
349,B92,512,0.266567,0.525391,0.0449219,IRA
350,B92,128,0.309991,0.46875,0.0703125,IRA
351,B92,256,0.285847,0.480469,0.0390625,IRA
352,B92,64,0.225188,0.609375,0.015625,IRA
353,B92,2048,0.293874,0.520996,0.0473633,IRA
354,B92,1024,0.307146,0.477539,0.0419922,IRA
355,B92,256,0.310585,0.472656,0.046875,IRA
356,B92,256,0.274192,0.53125,0.0546875,IRA
357,B92,4096,0.294799,0.495361,0.0356445,IRA
358,B92,2048,0.291413,0.491699,0.0390625,IRA
359,B92,64,0.297856,0.5,0.0625,IRA
360,B92,128,0.319166,0.484375,0.09375,IRA
361,B92,2048,0.277337,0.497559,0.0195312,IRA
362,B92,512,0.268444,0.501953,0.0195312,IRA
363,B92,512,0.283078,0.527344,0.0761719,IRA
364,B92,4096,0.261423,0.506592,0.0148926,IRA
365,B92,128,0.279963,0.515625,0.046875,IRA
366,B92,512,0.289746,0.546875,0.0566406,IRA
367,B92,64,0.321291,0.46875,0.015625,IRA
368,B92,512,0.297882,0.501953,0.0527344,IRA
369,B92,64,0.291206,0.46875,0.046875,IRA
370,B92,2048,0.2949,0.503906,0.050293,IRA
371,B92,2048,0.282963,0.497559,0.0229492,IRA
372,B92,512,0.341715,0.457031,0.0703125,IRA
373,B92,4096,0.322131,0.498047,0.0769043,IRA
374,B92,1024,0.301278,0.50293,0.0478516,IRA
375,B92,2048,0.269458,0.496094,0.0136719,IRA
376,B92,2048,0.312208,0.505371,0.0595703,IRA
377,B92,128,0.271683,0.539062,0.03125,IRA
378,B92,128,0.317369,0.484375,0.03125,IRA
379,B92,4096,0.257581,0.501465,0.0065918,IRA
380,B92,128,0.330826,0.445312,0.0546875,IRA
381,B92,64,0.279319,0.5625,0.046875,IRA
382,B92,256,0.308313,0.496094,0.0585938,IRA
383,B92,512,0.273886,0.535156,0.0390625,IRA
384,B92,128,0.263086,0.523438,0.015625,IRA
385,B92,4096,0.305514,0.506592,0.0627441,IRA
386,B92,1024,0.315518,0.510742,0.0605469,IRA
387,B92,512,0.312788,0.523438,0.0664062,IRA
388,B92,2048,0.285035,0.511719,0.0366211,IRA
389,B92,4096,0.267143,0.495605,0.0126953,IRA
390,B92,256,0.3194,0.472656,0.046875,IRA
391,B92,64,0.305029,0.484375,0.03125,IRA
392,B92,512,0.287151,0.505859,0.0351562,IRA
393,B92,256,0.263486,0.515625,0.0273438,IRA
394,B92,1024,0.259982,0.519531,0.0185547,IRA
395,B92,1024,0.259281,0.499023,0.00683594,IRA
396,B92,128,0.262072,0.546875,0.0390625,IRA
397,B92,2048,0.262244,0.493652,0.0117188,IRA
398,B92,2048,0.307934,0.48877,0.0595703,IRA
399,B92,2048,0.312498,0.492188,0.0581055,IRA
400,B92,4096,0.312903,0.49585,0.0693359,IRA
401,B92,128,0.359368,0.382812,0.0703125,IRA
402,B92,2048,0.32126,0.497559,0.074707,IRA
403,B92,2048,0.288819,0.513672,0.0493164,IRA
404,B92,1024,0.303208,0.510742,0.0654297,IRA
405,B92,64,0.273427,0.546875,0.03125,IRA
406,B92,512,0.320526,0.464844,0.0742188,IRA
407,B92,2048,0.277914,0.526855,0.0444336,IRA
408,B92,2048,0.267921,0.486816,0.0107422,IRA
409,B92,4096,0.270738,0.484131,0.0136719,IRA
410,B92,64,0.257827,0.5,0,IRA
411,B92,256,0.260004,0.5625,0.0429688,IRA
412,B92,128,0.319296,0.484375,0.015625,IRA
413,B92,4096,0.315534,0.498291,0.0664062,IRA
414,B92,1024,0.306742,0.510742,0.0751953,IRA
415,B92,4096,0.288347,0.511719,0.0402832,IRA
416,B92,512,0.30961,0.464844,0.0488281,IRA
417,B92,4096,0.261691,0.506348,0.0109863,IRA
418,B92,1024,0.276522,0.477539,0.0166016,IRA
419,B92,4096,0.306281,0.516602,0.0656738,IRA
420,B92,64,0.322768,0.5,0.0625,IRA
421,B92,1024,0.303531,0.493164,0.0439453,IRA
422,B92,128,0.335318,0.460938,0.09375,IRA
423,B92,2048,0.265668,0.505859,0.019043,IRA
424,B92,256,0.28114,0.484375,0.015625,IRA
425,B92,64,0.312205,0.515625,0.0625,IRA
426,B92,256,0.292036,0.542969,0.0664062,IRA
427,B92,64,0.233795,0.578125,0.015625,IRA
428,B92,256,0.320712,0.472656,0.0507812,IRA
429,B92,1024,0.309593,0.504883,0.0488281,IRA
430,B92,4096,0.280085,0.491943,0.0288086,IRA
431,B92,256,0.25903,0.53125,0.0234375,IRA
432,B92,1024,0.284624,0.493164,0.0185547,IRA
433,B92,512,0.291661,0.5,0.0371094,IRA
434,B92,128,0.303306,0.46875,0.03125,IRA
435,B92,64,0.360805,0.359375,0.03125,IRA
436,B92,1024,0.313215,0.509766,0.0625,IRA
437,B92,2048,0.265993,0.506836,0.0180664,IRA
438,B92,256,0.312366,0.453125,0.0390625,IRA
439,B92,512,0.297436,0.474609,0.0429688,IRA
440,B92,64,0.283284,0.515625,0.09375,IRA
441,B92,4096,0.279422,0.500244,0.0290527,IRA
442,B92,2048,0.286064,0.486328,0.0356445,IRA
443,B92,512,0.270137,0.503906,0.0234375,IRA
444,B92,2048,0.287793,0.480469,0.0327148,IRA
445,B92,2048,0.288666,0.506836,0.0483398,IRA
446,B92,2048,0.321801,0.474121,0.059082,IRA
447,B92,512,0.280654,0.474609,0.0136719,IRA
448,B92,2048,0.300857,0.503906,0.0551758,IRA
449,B92,256,0.295114,0.515625,0.0585938,IRA
450,B92,1024,0.32988,0.478516,0.0791016,IRA
451,B92,2048,0.321644,0.505859,0.0727539,IRA
452,B92,64,0.262486,0.59375,0.0625,IRA
453,B92,4096,0.296206,0.48999,0.0410156,IRA
454,B92,4096,0.29766,0.503906,0.0500488,IRA
455,B92,512,0.314461,0.501953,0.0546875,IRA
456,B92,4096,0.26019,0.509766,0.0148926,IRA
457,B92,4096,0.291526,0.49292,0.0385742,IRA
458,B92,128,0.284778,0.46875,0.015625,IRA
459,B92,128,0.260483,0.507812,0.0078125,IRA
460,B92,4096,0.255109,0.51709,0.0112305,IRA
461,B92,128,0.260402,0.570312,0.0546875,IRA
462,B92,1024,0.262195,0.5,0.0078125,IRA
463,B92,512,0.243056,0.546875,0.00585938,IRA
464,B92,256,0.293785,0.550781,0.0546875,IRA
465,B92,256,0.3119,0.460938,0.03125,IRA
466,B92,512,0.29936,0.529297,0.0566406,IRA
467,B92,256,0.318883,0.492188,0.046875,IRA
468,B92,64,0.263438,0.515625,0.015625,IRA
469,B92,512,0.257149,0.513672,0.0136719,IRA
470,B92,256,0.277343,0.511719,0.0273438,IRA
471,B92,1024,0.271484,0.512695,0.0292969,IRA
472,B92,2048,0.265627,0.51416,0.0205078,IRA
473,B92,2048,0.281639,0.501465,0.0283203,IRA
474,B92,128,0.312913,0.46875,0.0390625,IRA
475,B92,256,0.268007,0.488281,0.015625,IRA
476,B92,256,0.305983,0.515625,0.0664062,IRA
477,B92,256,0.342519,0.445312,0.0664062,IRA
478,B92,2048,0.282422,0.500977,0.0336914,IRA
479,B92,4096,0.288613,0.503662,0.0385742,IRA
480,B92,1024,0.31274,0.521484,0.0664062,IRA
481,B92,128,0.325014,0.445312,0.0546875,IRA
482,B92,64,0.238192,0.578125,0.03125,IRA
483,B92,4096,0.282342,0.487305,0.0263672,IRA
484,B92,1024,0.304573,0.486328,0.0537109,IRA
485,B92,256,0.255157,0.511719,0.0117188,IRA
486,B92,64,0.219119,0.609375,0,IRA
487,B92,4096,0.313151,0.505127,0.0593262,IRA
488,B92,4096,0.276565,0.50415,0.0280762,IRA
489,B92,64,0.258285,0.609375,0.046875,IRA
490,B92,64,0.247018,0.546875,0.015625,IRA
491,B92,512,0.321964,0.46875,0.0507812,IRA
492,B92,256,0.278321,0.464844,0.00390625,IRA
493,B92,64,0.246318,0.5625,0.015625,IRA
494,B92,2048,0.292937,0.495117,0.0400391,IRA
495,B92,4096,0.253389,0.513428,0.00927734,IRA
496,B92,64,0.323259,0.484375,0.03125,IRA
497,B92,2048,0.294228,0.516113,0.0512695,IRA
498,B92,2048,0.24675,0.538086,0.0126953,IRA
499,B92,1024,0.308787,0.485352,0.0546875,IRA
500,B92,2048,0.306038,0.485352,0.0566406,IRA
501,B92,4096,0.294731,0.506836,0.0437012,IRA
502,B92,128,0.24997,0.515625,0,IRA
503,B92,1024,0.281598,0.485352,0.0283203,IRA
504,B92,2048,0.295132,0.51416,0.0522461,IRA
505,B92,2048,0.267751,0.494629,0.0170898,IRA
506,B92,256,0.288058,0.46875,0.0078125,IRA
507,B92,2048,0.304365,0.488281,0.0517578,IRA
508,B92,64,0.284863,0.546875,0.0625,IRA
509,B92,4096,0.286592,0.494873,0.0358887,IRA
510,B92,256,0.279355,0.480469,0.0273438,IRA
511,B92,128,0.293756,0.523438,0.09375,IRA
512,B92,256,0.292598,0.441406,0.0078125,IRA
513,B92,2048,0.278725,0.513184,0.0361328,IRA
514,B92,512,0.319126,0.488281,0.0566406,IRA
515,B92,1024,0.28211,0.484375,0.0195312,IRA
